lang_a
% ARFF file for Verbmobil
% Phoneme: langes_a
%
@relation langes_a

% List of attributes:
%
% Duration is expressed in seconds
@attribute phoneme { a: }
@attribute filename string
@attribute speech_position { Start_word, Middle_word, End_word }
@attribute word { CARD, NE, uah, Dam, barten, Bahn, TRUNC, A, PIS, PAV, PPER, VAPP, KOUS, ADV, Abend, VVINF, boah, Abend"offnung, Theater-schauen, nachsch, ADJD, ART, ADJA, VVFIN, VMFIN, Ba, KON, Matinin, h, Fra, PWAV, ITJ, PTKVZ, ORD, VVIZU, PTKANT, da, Kam, NN, Tag, VAINF, kam, APPRART, Kabale-un, APPO, SPELL, VAFIN, FW, VVPP, APPR, a, Wa, Veranschlagung, k,  }
@attribute pause { near_pause, no_pause }
@attribute stress { none, p_stress, s_stress }
@attribute overlapping { 1, 0 }
@attribute speech_rate_pho numeric
@attribute local_speech_rate numeric
@attribute speech_rate_msyl numeric
@attribute speech_rate_ksyl numeric
@attribute syl_position { one_s, w_initial, w_middle, w_final }
@attribute duration numeric

@data
a:, g001acn2_023_AAK.par, End_word, ITJ, no_pause, p_stress, 0, 14.9, 0.8, 5.2, 6.0, one_s, 0.14
a:, g001acn2_023_AAK.par, End_word, ITJ, no_pause, p_stress, 0, 14.9, 0.5, 5.2, 6.0, one_s, 0.27
a:, g001acn2_025_AAK.par, Start_word, ITJ, near_pause, p_stress, 0, 6.9, 0.5, 3.4, 3.4, one_s, 0.26
a:, g001acn2_026_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 14.2, 1.3, 8.9, 11.5, one_s, 0.08
a:, g001acn2_030_AAK.par, Start_word, NN, no_pause, none, 0, 14.2, 0.8, 5.2, 6.1, w_initial, 0.09
a:, g001acn2_034_AAK.par, End_word, ADV, no_pause, p_stress, 0, 18.9, 1.8, 7.8, 11.1, one_s, 0.05
a:, g001acn2_037_AAK.par, Middle_word, VAFIN, no_pause, p_stress, 0, 10.4, 1.3, 4.4, 5.8, w_initial, 0.06
a:, g001acn2_037_AAK.par, Middle_word, NN, no_pause, none, 0, 10.4, 0.9, 4.4, 5.8, w_middle, 0.14
a:, g001acn2_037_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 10.4, 0.3, 4.4, 5.8, one_s, 0.45
a:, g001acn2_039_AAK.par, End_word, NN, no_pause, none, 0, 8.2, 0.6, 3.7, 4.4, w_middle, 0.04
a:, g001acn2_041_AAK.par, Start_word, ITJ, near_pause, p_stress, 0, 7.8, 0.5, 3.9, 3.9, one_s, 0.24
a:, g001acn2_041_AAK.par, Start_word, ITJ, no_pause, p_stress, 0, 7.8, 0.4, 3.9, 3.9, one_s, 0.23
a:, g001acn2_041_AAK.par, End_word, NN, no_pause, p_stress, 0, 7.8, 0.6, 3.9, 3.9, w_middle, 0.37
a:, g001acn2_043_AAK.par, Middle_word, NN, no_pause, s_stress, 0, 15.9, 0.7, 6.5, 6.8, w_final, 0.11
a:, g001acn2_043_AAK.par, End_word, NN, no_pause, p_stress, 0, 15.9, 1.0, 6.5, 6.8, w_middle, 0.07
a:, g001acn2_043_AAK.par, End_word, NN, no_pause, s_stress, 0, 15.9, 1.0, 6.5, 6.8, w_middle, 0.17
a:, g001acn2_047_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 17.8, 1.3, 8.1, 9.3, one_s, 0.06
a:, g001acn2_049_AAK.par, Start_word, ADV, no_pause, p_stress, 0, 11.4, 1.8, 4.6, 6.0, one_s, 0.05
a:, g001acn2_049_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 11.4, 1.2, 4.6, 6.0, w_final, 0.07
a:, g001acn2_049_AAK.par, End_word, NN, no_pause, p_stress, 0, 11.4, 0.6, 4.6, 6.0, w_initial, 0.17
a:, g001acn2_051_AAK.par, Start_word, ITJ, near_pause, p_stress, 0, 8.3, 0.6, 4.2, 4.2, one_s, 0.17
a:, g001acn2_053_AAK.par, Middle_word, NN, no_pause, p_stress, 0, 12.4, 0.9, 5.2, 7.2, w_middle, 0.12
a:, g001acn2_055_AAK.par, Middle_word, NN, no_pause, none, 0, 16.0, 0.6, 6.2, 7.9, w_final, 0.13
a:, g001acn2_055_AAK.par, Middle_word, NN, no_pause, none, 0, 16.0, 1.3, 6.2, 7.9, w_initial, 0.05
a:, g001acn2_055_AAK.par, Middle_word, NN, no_pause, none, 0, 16.0, 1.2, 6.2, 7.9, w_final, 0.07
a:, g001acn2_057_AAK.par, Middle_word, PAV, no_pause, p_stress, 0, 11.6, 0.6, 4.7, 6.9, w_final, 0.15
a:, g001acn2_060_AAK.par, End_word, NN, no_pause, s_stress, 0, 14.7, 0.5, 4.6, 5.5, w_final, 0.26
a:, g001acn2_062_AAK.par, Start_word, ITJ, near_pause, p_stress, 0, 8.6, 0.4, 4.0, 5.8, one_s, 0.26
a:, g001acn2_062_AAK.par, Start_word, ITJ, no_pause, p_stress, 0, 8.6, 0.9, 4.0, 5.8, one_s, 0.08
a:, g001acn2_066_AAK.par, End_word, NN, no_pause, p_stress, 0, 21.2, 0.8, 8.5, 11.3, one_s, 0.14
a:, g001acn2_068_AAK.par, Start_word, ITJ, near_pause, p_stress, 0, 3.9, 0.3, 2.0, 2.0, one_s, 0.22
a:, g001acn2_072_AAK.par, Middle_word, ITJ, no_pause, p_stress, 0, 14.9, 0.6, 6.4, 7.4, one_s, 0.14
a:, g001acn2_075_AAK.par, Middle_word, NN, no_pause, none, 0, 15.4, 1.0, 5.7, 6.4, w_initial, 0.06
a:, g001acn2_077_AAK.par, Middle_word, VVFIN, no_pause, p_stress, 0, 14.6, 1.4, 6.2, 6.8, w_initial, 0.06
a:, g001acn2_079_AAK.par, Start_word, ITJ, near_pause, p_stress, 0, 13.3, 0.9, 6.7, 6.7, one_s, 0.1
a:, g001acn2_086_AAK.par, Start_word, ADJD, near_pause, s_stress, 0, 13.9, 0.9, 6.2, 9.2, w_middle, 0.13
a:, g002acn1_000_AAJ.par, Start_word, ITJ, near_pause, p_stress, 0, 13.3, 1.0, 6.4, 8.1, one_s, 0.09
a:, g002acn1_000_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 13.3, 0.8, 6.4, 8.1, one_s, 0.11
a:, g002acn1_000_AAJ.par, End_word, VVINF, no_pause, none, 0, 13.3, 1.4, 6.4, 8.1, w_middle, 0.05
a:, g002acn1_004_AAJ.par, Start_word, ITJ, near_pause, p_stress, 0, 4.2, 0.3, 2.1, 2.1, one_s, 0.35
a:, g002acn1_006_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.3, 1.6, 5.8, 7.4, one_s, 0.06
a:, g002acn1_006_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 14.3, 1.0, 5.8, 7.4, w_middle, 0.1
a:, g002acn1_006_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.3, 0.8, 5.8, 7.4, one_s, 0.13
a:, g002acn1_006_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 14.3, 0.6, 5.8, 7.4, w_initial, 0.21
a:, g002acn1_006_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.3, 2.0, 5.8, 7.4, one_s, 0.04
a:, g002acn1_010_AAJ.par, Start_word, ITJ, near_pause, p_stress, 0, 13.3, 0.3, 5.4, 7.4, one_s, 0.29
a:, g002acn1_010_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.3, 1.1, 5.4, 7.4, w_initial, 0.13
a:, g002acn1_010_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.3, 1.1, 5.4, 7.4, one_s, 0.07
a:, g002acn1_012_AAJ.par, Middle_word, ITJ, no_pause, p_stress, 0, 10.4, 1.2, 4.4, 4.6, one_s, 0.06
a:, g002acn1_012_AAJ.par, Middle_word, NN, no_pause, none, 0, 10.4, 0.8, 4.4, 4.6, w_initial, 0.07
a:, g002acn1_012_AAJ.par, Middle_word, NN, no_pause, none, 0, 10.4, 0.9, 4.4, 4.6, w_initial, 0.06
a:, g002acn1_012_AAJ.par, Middle_word, NN, no_pause, none, 0, 10.4, 0.6, 4.4, 4.6, w_initial, 0.11
a:, g002acn1_014_AAJ.par, Start_word, ITJ, near_pause, p_stress, 0, 14.1, 1.2, 6.1, 6.1, one_s, 0.14
a:, g002acn1_014_AAJ.par, Start_word, ITJ, no_pause, p_stress, 0, 14.1, 1.0, 6.1, 6.1, one_s, 0.07
a:, g002acn1_017_AAJ.par, Start_word, NN, near_pause, none, 0, 14.4, 0.8, 6.0, 7.1, w_initial, 0.07
a:, g002acn1_017_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.4, 1.3, 6.0, 7.1, one_s, 0.08
a:, g002acn1_017_AAJ.par, End_word, ADV, no_pause, p_stress, 0, 14.4, 0.6, 6.0, 7.1, one_s, 0.17
a:, g002acn1_019_AAJ.par, Start_word, NN, near_pause, none, 0, 12.0, 0.8, 4.3, 4.3, w_initial, 0.09
a:, g002acn1_019_AAJ.par, Start_word, NN, no_pause, none, 0, 12.0, 1.1, 4.3, 4.3, w_initial, 0.08
a:, g002acn1_021_AAJ.par, Start_word, NN, near_pause, none, 0, 20.0, 1.3, 6.2, 6.2, w_initial, 0.06
a:, g002acn1_023_AAJ.par, End_word, ADJD, no_pause, s_stress, 0, 13.7, 0.9, 6.2, 8.1, w_middle, 0.12
a:, g002acn1_023_AAJ.par, End_word, ITJ, no_pause, p_stress, 0, 13.7, 0.5, 6.2, 8.1, one_s, 0.21
a:, g002acn1_025_AAJ.par, Middle_word, NN, no_pause, none, 0, 16.3, 1.3, 5.8, 7.4, w_initial, 0.05
a:, g002acn1_027_AAJ.par, Middle_word, VVINF, no_pause, s_stress, 0, 14.4, 1.0, 6.4, 7.8, w_initial, 0.1
a:, g002acn1_027_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.4, 1.3, 6.4, 7.8, one_s, 0.08
a:, g002acn1_027_AAJ.par, Middle_word, VAFIN, no_pause, p_stress, 0, 14.4, 0.9, 6.4, 7.8, w_initial, 0.12
a:, g002acn1_027_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.4, 1.5, 6.4, 7.8, w_initial, 0.06
a:, g002acn1_027_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.4, 1.0, 6.4, 7.8, w_initial, 0.13
a:, g002acn1_027_AAJ.par, End_word, NN, no_pause, none, 0, 14.4, 0.6, 6.4, 7.8, w_middle, 0.22
a:, g002acn1_027_AAJ.par, End_word, ADV, no_pause, p_stress, 0, 14.4, 0.4, 6.4, 7.8, one_s, 0.29
a:, g002acn1_031_AAJ.par, Start_word, ITJ, near_pause, p_stress, 0, 14.4, 1.4, 5.9, 7.9, one_s, 0.04
a:, g002acn1_031_AAJ.par, Middle_word, NN, no_pause, none, 0, 14.4, 1.0, 5.9, 7.9, w_middle, 0.11
a:, g002acn1_031_AAJ.par, Middle_word, ADJD, no_pause, none, 0, 14.4, 1.0, 5.9, 7.9, w_initial, 0.19
a:, g002acn1_031_AAJ.par, Middle_word, ADJA, no_pause, p_stress, 0, 14.4, 1.0, 5.9, 7.9, w_middle, 0.15
a:, g002acn1_031_AAJ.par, Middle_word, VAFIN, no_pause, p_stress, 0, 14.4, 0.8, 5.9, 7.9, w_initial, 0.07
a:, g002acn1_031_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.4, 0.7, 5.9, 7.9, one_s, 0.16
a:, g002acn1_031_AAJ.par, Middle_word, NN, no_pause, none, 0, 14.4, 1.0, 5.9, 7.9, w_middle, 0.09
a:, g002acn1_034_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 9.6, 0.3, 4.2, 7.3, w_initial, 0.17
a:, g002acn1_037_AAJ.par, Start_word, VVINF, near_pause, p_stress, 0, 13.3, 0.8, 6.6, 9.3, w_initial, 0.05
a:, g002acn1_037_AAJ.par, End_word, ADV, no_pause, p_stress, 0, 13.3, 0.4, 6.6, 9.3, one_s, 0.25
