% ARFF file for Verbmobil
% Phoneme: vowels_no_schwa
%
@relation vowels_no_schwa

% List of attributes:
%
% Duration is expressed in milliseconds
@attribute phoneme { a, a~, e, E, I, i, O, o, U, u, Y, y, 9, 2, a:, a~:, e:, E:, i:, o:, u:, y:, 2:, OY, aU, aI,  }
@attribute filename string
@attribute speech_position { Start_word, Middle_word, End_word }
@attribute word { CARD, gib, to, PTKANT, he, TRUNC, ART, PRF, f, APPO, <aeh>, de, fuen, Mittw, PPER, Ma, g, VVIZU, Bla-Damm, Rueckscha, VVINF, PIDAT, VVIMP, Prinzen, mo, <aehm>, al, Unterkunfts, VAFIN, t, ADV, PAV, Anfa, Flu, PRELS, ze, PWAT, KON, PTKVZ, KOKOM, PTKA, ADJA, SPELL, Marriott-Ho, tschamtatam, au, ueber, Wieder, PIAT, Fro, so, Au, m, PWAV, ORD, no, VAINF, bescha, gla, FW, VAPP, VMINF, ADJD, k, Flieg, PTKZU, PDS, Mont, PPOSAT, ITJ, NN, VMFIN, h, wa, VVPP, v, VVFIN, dorten, Flugzeig, NE, KOUI, schlech, PIS, F, Zu, Rueckf, KOUS, PWS, PTKNEG, APPRART, APPR, PDAT,  }
@attribute pause { near_pause, no_pause }
@attribute stress { none, p_stress, s_stress }
@attribute overlapping { 1, 0 }
@attribute speech_rate_pho numeric
@attribute local_speech_rate numeric
@attribute speech_rate_msyl numeric
@attribute speech_rate_ksyl numeric
@attribute duration numeric

@data
a, g016acn1_041_ABE.par, Middle_word, ORD, no_pause, s_stress, 0, 16.6, 1.0, 5.9, 8.3, 79.94
a, g016acn1_044_ABE.par, Middle_word, ADV, no_pause, p_stress, 0, 11.9, 0.9, 5.1, 6.3, 89.94
a, g016acn2_005_ABO.par, Start_word, ADV, near_pause, p_stress, 0, 10.7, 1.1, 4.6, 6.0, 149.94
a, g016acn2_005_ABO.par, Middle_word, KOUS, no_pause, p_stress, 0, 10.7, 0.8, 4.6, 6.0, 119.94
a, g016acn2_005_ABO.par, Middle_word, ADV, no_pause, none, 0, 10.7, 0.7, 4.6, 6.0, 59.94
a, g016acn2_007_ABO.par, Middle_word, ADV, no_pause, p_stress, 0, 13.5, 1.2, 6.2, 7.3, 99.94
a, g016acn2_007_ABO.par, Middle_word, APPRART, no_pause, p_stress, 0, 13.5, 1.0, 6.2, 7.3, 29.94
a, g016acn2_007_ABO.par, Middle_word, ADV, no_pause, p_stress, 0, 13.5, 0.6, 6.2, 7.3, 119.94
a, g016acn2_009_ABO.par, Middle_word, ADV, no_pause, p_stress, 0, 12.3, 1.8, 5.0, 6.7, 29.94
a, g016acn2_009_ABO.par, Middle_word, VVFIN, no_pause, p_stress, 0, 12.3, 0.8, 5.0, 6.7, 59.94
a, g016acn2_009_ABO.par, Middle_word, ADV, no_pause, p_stress, 0, 12.3, 0.9, 5.0, 6.7, 79.94
a, g016acn2_009_ABO.par, Middle_word, ADJA, no_pause, p_stress, 0, 12.3, 0.7, 5.0, 6.7, 59.94
a, g016acn2_009_ABO.par, End_word, NE, no_pause, none, 0, 12.3, 0.6, 5.0, 6.7, 39.94
a, g016acn2_011_ABO.par, Start_word, ADV, no_pause, p_stress, 0, 11.6, 0.9, 4.4, 5.8, 29.94
a, g016acn2_011_ABO.par, End_word, ADJA, no_pause, p_stress, 0, 11.6, 0.8, 4.4, 5.8, 29.94
a, g016acn2_013_ABO.par, Middle_word, ADV, no_pause, p_stress, 0, 11.7, 2.1, 4.8, 6.0, 29.94
a, g016acn2_013_ABO.par, Middle_word, ADV, no_pause, p_stress, 0, 11.7, 0.4, 4.8, 6.0, 39.94
a, g016acn2_013_ABO.par, Middle_word, APPR, no_pause, p_stress, 0, 11.7, 0.4, 4.8, 6.0, 119.94
a, g016acn2_013_ABO.par, Middle_word, ADJD, no_pause, p_stress, 0, 11.7, 0.8, 4.8, 6.0, 39.94
a, g016acn2_015_ABO.par, Start_word, ADV, near_pause, none, 1, 15.4, 1.2, 5.2, 6.0, 129.94
a, g016acn2_015_ABO.par, Middle_word, ADV, no_pause, p_stress, 0, 15.4, 1.2, 5.2, 6.0, 59.94
a, g016acn2_017_ABO.par, Start_word, ART, near_pause, none, 0, 14.1, 1.1, 5.7, 7.8, 29.94
a, g016acn2_021_ABO.par, Start_word, PWS, no_pause, p_stress, 0, 12.1, 1.0, 4.0, 6.2, 69.94
a, g016acn2_021_ABO.par, Middle_word, PWS, no_pause, p_stress, 0, 12.1, 0.6, 4.0, 6.2, 79.94
a, g016acn2_021_ABO.par, Middle_word, VAFIN, no_pause, p_stress, 0, 12.1, 1.0, 4.0, 6.2, 69.94
a, g016acn2_021_ABO.par, Middle_word, PDS, no_pause, none, 0, 12.1, 1.3, 4.0, 6.2, 39.94
a, g016acn2_023_ABO.par, Middle_word, PWS, no_pause, p_stress, 0, 15.7, 0.8, 6.3, 8.3, 79.94
a, g016acn2_023_ABO.par, Middle_word, VVPP, no_pause, p_stress, 0, 15.7, 1.1, 6.3, 8.3, 39.94
a, g016acn2_023_ABO.par, Middle_word, PDS, no_pause, none, 0, 15.7, 0.6, 6.3, 8.3, 49.94
a, g016acn2_023_ABO.par, Middle_word, ADJD, no_pause, p_stress, 0, 15.7, 0.9, 6.3, 8.3, 49.94
a, g016acn2_023_ABO.par, Middle_word, ART, no_pause, none, 0, 15.7, 0.9, 6.3, 8.3, 29.94
a, g016acn2_028_ABO.par, Middle_word, NE, no_pause, none, 0, 13.1, 0.9, 6.1, 7.2, 29.94
a, g016acn2_028_ABO.par, Middle_word, NN, no_pause, s_stress, 0, 13.1, 0.9, 6.1, 7.2, 129.94
a, g016acn2_030_ABO.par, Start_word, NN, near_pause, s_stress, 1, 10.9, 0.7, 4.7, 4.7, 129.94
a, g016acn2_032_ABO.par, Start_word, ADV, no_pause, none, 0, 15.9, 0.8, 6.5, 8.8, 79.94
a, g016acn2_036_ABO.par, Middle_word, ADV, no_pause, p_stress, 0, 13.0, 0.8, 5.3, 6.9, 89.94
a, g016acn2_036_ABO.par, End_word, ADJD, no_pause, p_stress, 0, 13.0, 0.9, 5.3, 6.9, 49.94
a, g016acn2_036_ABO.par, End_word, CARD, no_pause, p_stress, 0, 13.0, 0.6, 5.3, 6.9, 159.94
a, g016acn2_038_ABO.par, Start_word, ADV, no_pause, p_stress, 0, 12.8, 0.6, 5.2, 6.1, 79.94
a, g016acn2_038_ABO.par, Middle_word, ADV, no_pause, p_stress, 0, 12.8, 0.4, 5.2, 6.1, 99.94
a, g016acn2_038_ABO.par, End_word, CARD, no_pause, s_stress, 0, 12.8, 0.8, 5.2, 6.1, 89.94
a, g016acn2_040_ABO.par, End_word, ORD, no_pause, s_stress, 0, 15.3, 0.9, 5.0, 5.8, 89.94
a, g016acn2_042_ABO.par, Middle_word, PDS, no_pause, none, 1, 13.8, 0.6, 6.6, 9.2, 29.94
a, g218acn1_001_AHP.par, Middle_word, KOUS, no_pause, p_stress, 0, 10.2, 0.9, 4.2, 5.1, 39.94
a, g218acn1_001_AHP.par, Middle_word, VVINF, no_pause, p_stress, 0, 10.2, 0.5, 4.2, 5.1, 109.94
a, g218acn1_005_AHP.par, End_word, ADJD, no_pause, s_stress, 0, 10.9, 1.0, 4.1, 5.6, 89.94
a, g218acn1_011_AHP.par, Middle_word, ART, no_pause, none, 0, 14.5, 0.9, 5.7, 7.3, 29.94
a, g218acn1_011_AHP.par, Middle_word, VVINF, no_pause, p_stress, 0, 14.5, 0.9, 5.7, 7.3, 29.94
a, g218acn1_011_AHP.par, Middle_word, PIS, no_pause, p_stress, 0, 14.5, 1.2, 5.7, 7.3, 119.94
a, g218acn1_011_AHP.par, Middle_word, ADJD, no_pause, p_stress, 0, 14.5, 1.0, 5.7, 7.3, 89.94
a, g218acn1_014_AHP.par, Middle_word, ART, no_pause, none, 0, 9.8, 1.5, 3.8, 4.6, 29.94
a, g218acn1_014_AHP.par, Middle_word, PWS, no_pause, p_stress, 0, 9.8, 0.8, 3.8, 4.6, 109.94
a, g218acn1_017_AHP.par, Start_word, ADV, near_pause, p_stress, 0, 14.6, 0.7, 5.7, 7.6, 99.94
a, g218acn1_017_AHP.par, Middle_word, ART, no_pause, none, 0, 14.6, 1.0, 5.7, 7.6, 49.94
a, g218acn1_017_AHP.par, Middle_word, NN, no_pause, p_stress, 0, 14.6, 0.8, 5.7, 7.6, 119.94
a, g218acn1_017_AHP.par, Middle_word, APPR, no_pause, p_stress, 0, 14.6, 1.5, 5.7, 7.6, 89.94
a, g218acn1_017_AHP.par, Middle_word, CARD, no_pause, p_stress, 0, 14.6, 0.4, 5.7, 7.6, 109.94
a, g218acn1_017_AHP.par, Middle_word, CARD, no_pause, p_stress, 0, 14.6, 0.8, 5.7, 7.6, 109.94
a, g218acn1_017_AHP.par, Middle_word, CARD, no_pause, p_stress, 0, 14.6, 0.9, 5.7, 7.6, 129.94
a, g218acn1_019_AHP.par, Middle_word, ADV, no_pause, p_stress, 0, 13.0, 0.5, 5.4, 6.7, 119.94
a, g218acn1_019_AHP.par, Middle_word, VVFIN, no_pause, p_stress, 0, 13.0, 0.6, 5.4, 6.7, 79.94
a, g218acn1_019_AHP.par, Middle_word, ADV, no_pause, p_stress, 0, 13.0, 0.6, 5.4, 6.7, 89.94
a, g218acn1_019_AHP.par, Middle_word, APPRART, no_pause, p_stress, 0, 13.0, 0.7, 5.4, 6.7, 79.94
a, g218acn1_019_AHP.par, Middle_word, ADJA, no_pause, p_stress, 0, 13.0, 1.3, 5.4, 6.7, 119.94
a, g218acn1_026_AHP.par, Middle_word, ADV, no_pause, none, 0, 12.0, 1.1, 4.9, 6.2, 169.94
a, g218acn1_026_AHP.par, End_word, ADV, no_pause, p_stress, 0, 12.0, 0.5, 4.9, 6.2, 99.94
a, g218acn1_028_AHP.par, End_word, NN, no_pause, s_stress, 0, 6.2, 1.0, 2.4, 3.1, 59.94
a, g218acn1_030_AHP.par, Middle_word, ADV, no_pause, p_stress, 0, 12.7, 1.0, 5.0, 7.0, 99.94
a, g218acn1_030_AHP.par, Middle_word, VVFIN, no_pause, p_stress, 0, 12.7, 0.4, 5.0, 7.0, 99.94
a, g218acn1_030_AHP.par, Middle_word, PDS, no_pause, none, 0, 12.7, 1.1, 5.0, 7.0, 39.94
a, g218acn1_030_AHP.par, Middle_word, VVINF, no_pause, p_stress, 0, 12.7, 0.6, 5.0, 7.0, 49.94
a, g218acn1_030_AHP.par, Middle_word, ADV, no_pause, p_stress, 0, 12.7, 0.5, 5.0, 7.0, 99.94
a, g218acn1_030_AHP.par, Middle_word, ADV, no_pause, none, 0, 12.7, 1.2, 5.0, 7.0, 49.94
a, g218acn1_034_AHP.par, End_word, ADV, no_pause, p_stress, 0, 10.9, 0.6, 4.5, 4.5, 149.94
a, g218acn2_000_AHQ.par, Middle_word, VMFIN, no_pause, p_stress, 0, 12.6, 1.2, 5.2, 6.0, 69.94
a, g218acn2_000_AHQ.par, Middle_word, gla, no_pause, none, 0, 12.6, 0.9, 5.2, 6.0, 79.94
a, g218acn2_000_AHQ.par, Middle_word, NE, no_pause, none, 0, 12.6, 0.6, 5.2, 6.0, 49.94
a, g218acn2_000_AHQ.par, Middle_word, PWAV, no_pause, p_stress, 0, 12.6, 0.3, 5.2, 6.0, 129.94
a, g218acn2_000_AHQ.par, Middle_word, PWAV, no_pause, p_stress, 0, 12.6, 0.7, 5.2, 6.0, 79.94
a, g218acn2_002_AHQ.par, Middle_word, ADJD, no_pause, p_stress, 0, 14.5, 0.9, 5.2, 5.2, 79.94
a, g218acn2_004_AHQ.par, Middle_word, PDS, no_pause, none, 0, 13.6, 0.9, 5.0, 6.2, 39.94
a, g218acn2_004_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.6, 1.2, 5.0, 6.2, 69.94
a, g218acn2_004_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.6, 1.3, 5.0, 6.2, 89.94
a, g218acn2_010_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.3, 0.9, 5.8, 7.0, 59.94
a, g218acn2_010_AHQ.par, Middle_word, NE, no_pause, none, 0, 15.3, 0.6, 5.8, 7.0, 129.94
a, g218acn2_010_AHQ.par, Middle_word, KOUS, no_pause, p_stress, 0, 15.3, 1.2, 5.8, 7.0, 59.94
a, g218acn2_010_AHQ.par, Middle_word, KOUS, no_pause, none, 0, 15.3, 1.4, 5.8, 7.0, 29.94
a, g218acn2_010_AHQ.par, Middle_word, PTKA, no_pause, p_stress, 0, 15.3, 1.3, 5.8, 7.0, 49.94
a, g218acn2_010_AHQ.par, Middle_word, ART, no_pause, none, 0, 15.3, 1.2, 5.8, 7.0, 29.94
a, g218acn2_010_AHQ.par, End_word, NE, no_pause, p_stress, 0, 15.3, 0.6, 5.8, 7.0, 149.94
a, g218acn2_012_AHQ.par, Middle_word, ART, no_pause, none, 0, 17.0, 0.7, 6.8, 8.1, 29.94
a, g218acn2_012_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 17.0, 1.1, 6.8, 8.1, 59.94
a, g218acn2_015_AHQ.par, Start_word, ADV, near_pause, p_stress, 0, 18.0, 1.7, 8.5, 9.8, 29.94
a, g218acn2_018_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.5, 0.4, 5.3, 6.8, 79.94
a, g218acn2_018_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.5, 1.1, 5.3, 6.8, 49.94
a, g218acn2_023_AHQ.par, Start_word, PDS, no_pause, none, 0, 12.8, 1.2, 5.8, 6.7, 29.94
a, g218acn2_023_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 12.8, 0.9, 5.8, 6.7, 89.94
a, g218acn2_025_AHQ.par, End_word, ADV, no_pause, none, 0, 8.7, 0.7, 4.7, 4.7, 229.94
a, g218acn2_029_AHQ.par, Start_word, ADV, near_pause, p_stress, 0, 15.4, 1.9, 6.5, 8.2, 79.94
a, g218acn2_029_AHQ.par, Middle_word, KOUS, no_pause, p_stress, 0, 15.4, 1.4, 6.5, 8.2, 29.94
a, g218acn2_029_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.4, 1.2, 6.5, 8.2, 69.94
a, g218acn2_029_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.4, 1.0, 6.5, 8.2, 89.94
a, g218acn2_029_AHQ.par, Middle_word, VVINF, no_pause, p_stress, 0, 15.4, 0.4, 6.5, 8.2, 79.94
a, g218acn2_029_AHQ.par, Middle_word, PTKA, no_pause, p_stress, 0, 15.4, 2.1, 6.5, 8.2, 59.94
a, g218acn2_029_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.4, 0.8, 6.5, 8.2, 59.94
a, g218acn2_029_AHQ.par, Middle_word, KOUS, no_pause, p_stress, 0, 15.4, 1.4, 6.5, 8.2, 29.94
a, g218acn2_029_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.4, 1.2, 6.5, 8.2, 49.94
a, g218acn2_029_AHQ.par, End_word, NN, no_pause, p_stress, 0, 15.4, 0.7, 6.5, 8.2, 129.94
a, g218acn2_033_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 9.9, 0.8, 3.6, 4.5, 89.94
a, g218acn2_033_AHQ.par, Middle_word, ADV, no_pause, p_stress, 0, 9.9, 0.2, 3.6, 4.5, 89.94
a, g243acn1_003_AID.par, End_word, NE, no_pause, none, 0, 13.1, 1.1, 6.5, 7.5, 29.94
a, g243acn1_004_AID.par, Middle_word, ADJD, no_pause, p_stress, 0, 12.2, 0.8, 4.9, 7.1, 69.94
a, g243acn1_008_AID.par, Start_word, ADV, no_pause, p_stress, 0, 15.9, 1.1, 7.2, 8.7, 79.94
a, g243acn1_008_AID.par, Middle_word, APPRART, no_pause, p_stress, 0, 15.9, 2.0, 7.2, 8.7, 29.94
a, g243acn1_010_AID.par, Middle_word, PWAV, no_pause, p_stress, 0, 16.8, 0.9, 6.5, 8.6, 69.94
a, g243acn1_015_AID.par, Middle_word, NE, no_pause, none, 0, 11.2, 1.8, 4.3, 5.6, 29.94
a, g243acn1_015_AID.par, Middle_word, VVINF, no_pause, p_stress, 0, 11.2, 0.7, 4.3, 5.6, 49.94
a, g243acn1_015_AID.par, Middle_word, VVINF, no_pause, p_stress, 0, 11.2, 1.0, 4.3, 5.6, 29.94
a, g243acn1_015_AID.par, Middle_word, ART, no_pause, none, 0, 11.2, 1.4, 4.3, 5.6, 29.94
a, g243acn1_015_AID.par, Middle_word, ART, no_pause, none, 0, 11.2, 1.6, 4.3, 5.6, 29.94
a, g243acn1_015_AID.par, Middle_word, PDS, no_pause, none, 0, 11.2, 0.8, 4.3, 5.6, 109.94
a, g243acn1_015_AID.par, End_word, ART, no_pause, none, 0, 11.2, 1.1, 4.3, 5.6, 49.94
a, g243acn1_017_AID.par, Start_word, PDS, no_pause, none, 0, 11.2, 1.6, 4.9, 6.5, 29.94
a, g243acn1_017_AID.par, Middle_word, PTKVZ, no_pause, p_stress, 0, 11.2, 0.9, 4.9, 6.5, 139.94
a, g243acn1_017_AID.par, Middle_word, VMFIN, no_pause, p_stress, 0, 11.2, 2.0, 4.9, 6.5, 29.94
a, g243acn1_017_AID.par, Middle_word, PIS, no_pause, p_stress, 0, 11.2, 1.9, 4.9, 6.5, 29.94
a, g243acn1_017_AID.par, Middle_word, ADV, no_pause, p_stress, 0, 11.2, 0.5, 4.9, 6.5, 69.94
a, g243acn1_017_AID.par, Middle_word, APPRART, no_pause, p_stress, 0, 11.2, 2.0, 4.9, 6.5, 39.94
a, g243acn1_017_AID.par, Middle_word, NN, no_pause, p_stress, 0, 11.2, 0.3, 4.9, 6.5, 69.94
a, g243acn1_017_AID.par, Middle_word, NN, no_pause, none, 0, 11.2, 0.6, 4.9, 6.5, 59.94
a, g243acn1_017_AID.par, Middle_word, PRELS, no_pause, p_stress, 0, 11.2, 1.2, 4.9, 6.5, 69.94
a, g243acn1_017_AID.par, End_word, ADV, no_pause, p_stress, 0, 11.2, 0.8, 4.9, 6.5, 39.94
a, g243acn1_020_AID.par, Start_word, ADV, near_pause, p_stress, 0, 18.9, 1.5, 6.6, 11.3, 49.94
a, g243acn1_020_AID.par, Middle_word, ADJD, no_pause, none, 0, 18.9, 0.9, 6.6, 11.3, 59.94
a, g243acn1_022_AID.par, End_word, ADV, no_pause, p_stress, 0, 14.9, 1.3, 7.2, 8.2, 59.94
a, g243acn2_000_AIC.par, End_word, NE, no_pause, none, 0, 13.6, 0.6, 5.9, 6.8, 109.94
a, g243acn2_002_AIC.par, Middle_word, NN, no_pause, none, 0, 14.0, 0.8, 5.9, 7.4, 139.94
a, g243acn2_002_AIC.par, Middle_word, al, no_pause, none, 0, 14.0, 1.2, 5.9, 7.4, 49.94
a, g243acn2_002_AIC.par, Middle_word, NE, no_pause, none, 1, 14.0, 0.9, 5.9, 7.4, 49.94
a, g243acn2_002_AIC.par, Middle_word, PWAV, no_pause, p_stress, 0, 14.0, 0.8, 5.9, 7.4, 89.94
a, g243acn2_007_AIC.par, Middle_word, PDS, no_pause, none, 0, 16.5, 1.1, 5.4, 8.5, 39.94
a, g243acn2_007_AIC.par, Middle_word, VVFIN, no_pause, p_stress, 0, 16.5, 0.5, 5.4, 8.5, 209.94
a, g243acn2_007_AIC.par, Middle_word, ADV, no_pause, p_stress, 0, 16.5, 0.8, 5.4, 8.5, 79.94
a, g243acn2_011_AIC.par, Start_word, PTKA, near_pause, p_stress, 0, 15.5, 1.5, 6.0, 6.0, 109.94
a, g243acn2_012_AIC.par, Start_word, PIS, near_pause, s_stress, 0, 17.5, 1.6, 8.4, 11.2, 59.94
