% ARFF file for Verbmobil
% 
@relation cart
%
% List of attributes:
% Duration is expressed in miliseconds
%
@attribute phoneme { a, a~, e, E, I, i, O, o, U, u, Y, y, 9, 2, a:, a~:, e:, E:, i:, o:, u:, y:, 2:, OY, aU, aI, @, 6, z, S, Z, C, x, N, Q, b, d, f, g, h, j, k, l, m, n, p, r, s, t,v }
@attribute filename string
@attribute phoneme_type { v, c }
@attribute art_manner { v, p, f, n, l, j, o }
@attribute init_pos_in_syl { y, n }
@attribute syl_part { onset, nucleus, coda, single }
@attribute syl_stress { p_stress, s_stress, none }
@attribute syl_place_in_w { w_initial, w_final, w_middle }
@attribute w_type { content_words, function_words, emph_content, emph_function, emph_cwords, emph_fwords, other }
@attribute syl_count_in_w numeric
@attribute w_pos_in_turn { w_initial, w_middle, w_final, single}
@attribute prev_p_type { v, c, none }
@attribute prev_p_artic { v, p, f, n, l, j, o, none }
@attribute foll_p_type { v, c, none }
@attribute foll_p_artic { v, p, f, n, l, j, o, none }
@attribute foll_p_voiced { v, y, n, none }
@attribute syl_part_foll_p { onset, nucleus, coda, single, none }
@attribute speech_rate numeric
@attribute duration numeric
%
@data
r, g376acn2_003_AKX_a.par, c, o, n, onset, p_stress, w_initial, content_words, 2, w_middle, c, p, v, v, v, nucleus, 59.94, 29.94
r, g376acn2_005_AKX_a.par, c, o, n, coda, p_stress, w_initial, content_words, 1, w_middle, v, v, none, none, none, none, 69.94, 29.94
r, g376acn2_005_AKX_a.par, c, o, n, onset, p_stress, w_initial, other, 3, w_middle, c, p, v, v, v, nucleus, 61.19, 59.94
r, g376acn2_005_AKX_a.par, c, o, n, coda, none, w_final, content_words, 3, w_final, v, v, none, none, none, none, 88.27, 29.94
r, g376acn2_009_AKX_a.par, c, o, n, onset, p_stress, w_initial, content_words, 2, w_middle, c, p, v, v, v, nucleus, 91.94, 69.94
r, g376acn2_009_AKX_a.par, c, o, y, onset, none, w_final, function_words, 2, w_middle, v, v, v, v, v, nucleus, 149.94, 49.94
r, g376acn2_013_AKX_a.par, c, o, n, onset, p_stress, w_initial, content_words, 2, w_middle, c, p, v, v, v, nucleus, 66.6, 69.94
r, g376acn2_017_AKX_a.par, c, o, n, onset, p_stress, w_initial, emph_fwords, 2, w_final, c, p, v, v, v, nucleus, 125.94, 119.94
r, g376acn2_018_AKX_a.par, c, o, y, onset, p_stress, w_initial, content_words, 2, w_final, c, l, v, v, v, nucleus, 112.44, 49.94
r, g376acn2_024_AKX_a.par, c, o, n, onset, p_stress, w_initial, content_words, 2, w_final, c, p, v, v, v, nucleus, 67.94, 99.94
r, g378acn2_099_AKX_a.par, c, o, y, onset, none, w_final, content_words, 2, w_final, v, v, v, v, v, nucleus, 97.44, 99.94
y:, g376acn2_001_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, o, c, f, n, coda, 64.94, 49.94
y:, g376acn2_001_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, function_words, 1, w_middle, c, f, v, v, v, coda, 61.6, 59.94
y:, g376acn2_024_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 2, w_middle, c, l, c, n, n, onset, 37.94, 39.94
y:, g378acn2_097_AKX_a.par, v, v, y, nucleus, none, w_initial, content_words, 4, w_middle, c, n, c, p, y, onset, 59.94, 49.94
s, g376acn2_001_AKX_a.par, c, f, n, coda, p_stress, w_initial, content_words, 1, w_middle, v, v, c, p, y, onset, 64.94, 89.94
s, g376acn2_001_AKX_a.par, c, f, y, onset, none, w_final, function_words, 2, w_middle, v, v, c, n, n, onset, 84.94, 119.94
s, g376acn2_001_AKX_a.par, c, f, n, coda, p_stress, w_initial, content_words, 3, w_middle, v, v, c, n, n, onset, 120.65, 89.94
s, g376acn2_005_AKX_a.par, c, f, n, onset, p_stress, w_initial, content_words, 1, w_middle, c, p, c, f, y, onset, 69.94, 29.94
s, g376acn2_005_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, v, v, v, v, v, nucleus, 41.6, 44.94
s, g376acn2_005_AKX_a.par, c, f, n, coda, p_stress, w_initial, function_words, 1, w_middle, v, v, v, v, v, nucleus, 62.44, 49.94
s, g376acn2_005_AKX_a.par, c, f, n, coda, none, w_middle, content_words, 3, w_middle, c, n, c, p, n, onset, 55.49, 69.94
s, g376acn2_005_AKX_a.par, c, f, y, single, none, w_initial, function_words, 1, w_middle, v, v, v, v, v, nucleus, 39.94, 39.94
s, g376acn2_005_AKX_a.par, c, f, n, onset, p_stress, w_initial, other, 3, w_middle, c, p, c, f, y, onset, 112.44, 119.94
s, g376acn2_005_AKX_a.par, c, f, n, onset, p_stress, w_initial, other, 3, w_middle, c, p, c, f, y, onset, 53.69, 29.94
s, g376acn2_005_AKX_a.par, c, f, n, onset, none, w_middle, other, 3, w_middle, c, p, v, v, v, nucleus, 61.19, 29.94
s, g376acn2_005_AKX_a.par, c, f, n, coda, p_stress, w_initial, content_words, 2, w_middle, c, n, c, p, n, onset, 78.51, 79.94
s, g376acn2_005_AKX_a.par, c, f, y, single, none, w_initial, function_words, 1, w_middle, v, v, c, p, y, onset, 39.94, 39.94
s, g376acn2_005_AKX_a.par, c, f, n, onset, p_stress, w_initial, function_words, 1, w_middle, c, p, v, v, v, nucleus, 42.44, 49.94
s, g376acn2_009_AKX_a.par, c, f, y, onset, none, w_final, content_words, 2, w_middle, v, v, v, v, v, nucleus, 97.44, 99.94
s, g376acn2_009_AKX_a.par, c, f, n, coda, none, w_initial, content_words, 1, w_middle, c, f, none, none, none, none, 84.94, 49.94
s, g376acn2_009_AKX_a.par, c, f, y, onset, s_stress, w_middle, other, 6, w_middle, c, n, c, f, y, onset, 60.65, 39.94
s, g376acn2_009_AKX_a.par, c, f, n, coda, none, w_middle, other, 6, w_middle, v, v, c, p, n, onset, 60.65, 29.94
s, g376acn2_009_AKX_a.par, c, f, y, onset, s_stress, w_middle, other, 5, w_middle, c, n, c, f, y, onset, 61.37, 49.94
s, g376acn2_009_AKX_a.par, c, f, n, coda, none, w_middle, other, 5, w_middle, c, f, c, p, n, onset, 61.37, 29.94
s, g376acn2_009_AKX_a.par, c, f, n, coda, none, w_initial, content_words, 1, w_middle, c, p, c, j, n, coda, 96.6, 29.94
s, g376acn2_009_AKX_a.par, c, f, y, onset, s_stress, w_middle, other, 5, w_middle, c, n, c, f, y, onset, 73.94, 29.94
s, g376acn2_009_AKX_a.par, c, f, y, onset, none, w_middle, other, 5, w_middle, c, n, v, v, v, nucleus, 73.94, 29.94
s, g376acn2_009_AKX_a.par, c, f, n, onset, none, w_middle, other, 5, w_middle, c, f, c, p, n, onset, 73.94, 59.94
s, g376acn2_009_AKX_a.par, c, f, n, onset, s_stress, w_middle, other, 5, w_final, c, n, c, f, y, onset, 63.06, 29.94
s, g376acn2_009_AKX_a.par, c, f, n, onset, none, w_middle, other, 5, w_final, c, p, v, v, v, nucleus, 63.06, 29.94
s, g376acn2_009_AKX_a.par, c, f, y, onset, none, w_final, other, 5, w_final, c, f, c, p, n, onset, 63.06, 39.94
s, g376acn2_013_AKX_a.par, c, f, y, onset, none, w_final, function_words, 2, w_middle, v, v, c, n, n, onset, 67.44, 89.94
s, g376acn2_013_AKX_a.par, c, f, n, coda, p_stress, w_initial, function_words, 1, w_middle, v, v, c, p, n, coda, 56.6, 39.94
s, g376acn2_013_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, v, v, c, j, n, onset, 39.94, 29.94
s, g376acn2_013_AKX_a.par, c, f, n, onset, p_stress, w_initial, content_words, 3, w_middle, c, p, v, v, v, nucleus, 47.08, 49.94
s, g376acn2_013_AKX_a.par, c, f, n, coda, none, w_middle, content_words, 3, w_middle, v, v, c, p, n, onset, 79.94, 59.94
s, g376acn2_013_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_final, v, v, none, none, none, none, 83.27, 99.94
s, g376acn2_018_AKX_a.par, c, f, n, coda, none, w_initial, content_words, 2, w_middle, c, f, c, p, n, onset, 48.27, 29.94
s, g376acn2_018_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, v, v, c, n, n, onset, 48.27, 54.94
s, g376acn2_018_AKX_a.par, c, f, n, coda, p_stress, w_initial, content_words, 2, w_middle, v, v, c, n, n, onset, 76.94, 29.94
s, g376acn2_018_AKX_a.par, c, f, n, onset, none, w_final, content_words, 2, w_middle, c, n, c, f, n, onset, 76.94, 29.94
s, g376acn2_018_AKX_a.par, c, f, n, coda, none, w_middle, content_words, 3, w_middle, v, v, c, p, n, onset, 97.44, 79.94
s, g376acn2_018_AKX_a.par, c, f, n, onset, p_stress, w_initial, content_words, 1, w_middle, c, p, c, f, y, onset, 78.69, 39.94
s, g376acn2_018_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, v, v, none, none, none, none, 66.6, 49.94
s, g376acn2_022_AKX_a.par, c, f, n, coda, p_stress, w_initial, content_words, 2, w_middle, c, p, c, p, n, onset, 54.94, 59.94
s, g376acn2_022_AKX_a.par, c, f, n, coda, p_stress, w_initial, content_words, 1, w_middle, v, v, c, n, n, onset, 53.27, 29.94
s, g376acn2_022_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, v, v, c, f, y, onset, 66.6, 119.94
s, g376acn2_022_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, v, v, c, f, n, onset, 33.27, 39.94
s, g376acn2_022_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_final, v, v, none, none, none, none, 119.94, 29.94
s, g378acn2_097_AKX_a.par, c, f, y, onset, none, w_final, content_words, 2, w_middle, v, v, v, v, v, nucleus, 64.94, 69.94
s, g378acn2_097_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, v, v, v, v, v, nucleus, 89.94, 39.94
s, g378acn2_097_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, c, l, c, o, n, onset, 43.27, 29.94
s, g378acn2_097_AKX_a.par, c, f, y, single, none, w_final, content_words, 4, w_middle, v, v, v, v, v, nucleus, 59.94, 49.94
s, g378acn2_097_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, v, v, c, p, y, onset, 49.94, 29.94
s, g378acn2_099_AKX_a.par, c, f, y, single, none, w_initial, function_words, 1, w_middle, c, p, c, p, y, onset, 59.94, 59.94
s, g378acn2_099_AKX_a.par, c, f, n, coda, p_stress, w_initial, function_words, 1, w_middle, c, p, c, n, n, onset, 33.94, 39.94
s, g378acn2_102_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, v, v, c, f, n, onset, 76.6, 29.94
s, g378acn2_102_AKX_a.par, c, f, y, onset, p_stress, w_initial, other, 3, w_middle, c, f, v, v, v, nucleus, 111.94, 39.94
s, g378acn2_102_AKX_a.par, c, f, n, coda, none, w_initial, function_words, 1, w_middle, v, v, c, p, n, onset, 39.94, 29.94
s, g378acn2_102_AKX_a.par, c, f, n, onset, p_stress, w_initial, other, 3, w_middle, c, p, v, v, v, nucleus, 53.27, 29.94
O, g376acn2_001_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, p, c, p, n, coda, 46.6, 69.94
O, g376acn2_001_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, n, c, f, n, coda, 113.27, 69.94
O, g376acn2_009_AKX_a.par, v, v, y, nucleus, none, w_initial, content_words, 1, w_middle, v, v, c, p, n, coda, 96.6, 29.94
O, g376acn2_013_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, n, c, n, n, onset, 64.94, 79.94
O, g376acn2_013_AKX_a.par, v, v, n, nucleus, none, w_final, content_words, 2, w_middle, c, f, c, f, n, coda, 63.27, 79.94
O, g376acn2_013_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 3, w_middle, c, p, c, n, n, onset, 79.94, 89.94
O, g376acn2_018_AKX_a.par, v, v, n, nucleus, none, w_final, content_words, 2, w_middle, c, f, c, f, n, coda, 71.6, 99.94
O, g376acn2_018_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 3, w_middle, c, p, c, n, n, onset, 97.44, 109.94
O, g376acn2_018_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 2, w_middle, c, f, c, l, n, onset, 81.19, 109.94
O, g376acn2_018_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, function_words, 2, w_middle, c, f, c, l, n, coda, 51.94, 69.94
O, g376acn2_022_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, function_words, 1, w_middle, c, f, c, n, n, coda, 49.94, 39.94
O, g376acn2_024_AKX_a.par, v, v, n, nucleus, none, w_initial, content_words, 1, w_middle, c, p, c, f, n, coda, 43.27, 29.94
O, g378acn2_099_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, o, c, f, n, coda, 69.94, 99.94
O, g378acn2_099_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, function_words, 1, w_middle, c, f, c, n, n, coda, 43.27, 39.94
t, g376acn2_001_AKX_a.par, c, p, n, coda, p_stress, w_initial, content_words, 1, w_middle, v, v, c, f, n, onset, 46.6, 29.94
t, g376acn2_001_AKX_a.par, c, p, n, coda, s_stress, w_final, content_words, 3, w_middle, c, n, v, v, v, nucleus, 59.94, 49.94
t, g376acn2_001_AKX_a.par, c, p, y, onset, none, w_initial, content_words, 2, w_middle, c, n, v, v, v, nucleus, 69.94, 89.94
t, g376acn2_003_AKX_a.par, c, p, y, onset, p_stress, w_initial, content_words, 2, w_final, c, p, v, v, v, nucleus, 132.44, 29.94
t, g376acn2_005_AKX_a.par, c, p, y, onset, none, w_final, function_words, 2, w_middle, v, v, v, v, v, nucleus, 54.94, 69.94
t, g376acn2_005_AKX_a.par, c, p, y, onset, p_stress, w_initial, content_words, 1, w_middle, v, v, c, f, n, onset, 69.94, 39.94
t, g376acn2_005_AKX_a.par, c, p, y, onset, none, w_final, content_words, 3, w_middle, c, f, v, v, v, nucleus, 55.49, 39.94
