% ARFF file for Verbmobil
% 
@relation cart
%
% List of attributes:
% Duration is expressed in miliseconds
%
@attribute phoneme { a, a~, e, E, I, i, O, o, U, u, Y, y, 9, 2, a:, a~:, e:, E:, i:, o:, u:, y:, 2:, OY, aU, aI, @, 6, z, S, Z, C, x, N, Q, b, d, f, g, h, j, k, l, m, n, p, r, s, t,v }
@attribute filename string
@attribute phoneme_type { v, c }
@attribute art_manner { v, p, f, n, l, j, o }
@attribute init_pos_in_syl { y, n }
@attribute syl_part { onset, nucleus, coda, single }
@attribute syl_stress { p_stress, s_stress, none }
@attribute syl_place_in_w { w_initial, w_final, w_middle }
@attribute w_type { content_words, function_words, emph_content, emph_function, emph_cwords, emph_fwords, other }
@attribute syl_count_in_w numeric
@attribute w_pos_in_turn { w_initial, w_middle, w_final, single}
@attribute prev_p_type { v, c, none }
@attribute prev_p_artic { v, p, f, n, l, j, o, none }
@attribute foll_p_type { v, c, none }
@attribute foll_p_artic { v, p, f, n, l, j, o, none }
@attribute foll_p_voiced { v, y, n, none }
@attribute syl_part_foll_p { onset, nucleus, coda, single, none }
@attribute speech_rate numeric
@attribute duration numeric
%
@data
j, g378acn2_023_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_initial, c, p, v, v, v, nucleus, 164.94, 149.94
j, g378acn2_024_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_final, c, l, v, v, v, nucleus, 84.94, 39.94
j, g378acn2_025_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_initial, v, v, v, v, v, nucleus, 44.94, 59.94
j, g378acn2_025_AKX_a.par, c, j, y, onset, p_stress, w_middle, content_words, 3, w_middle, c, l, v, v, v, nucleus, 74.22, 79.94
j, g378acn2_032_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_initial, c, n, v, v, v, nucleus, 54.94, 69.94
j, g378acn2_036_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, c, f, v, v, v, nucleus, 134.94, 29.94
j, g378acn2_050_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_final, v, v, v, v, v, nucleus, 54.94, 29.94
j, g378acn2_060_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_initial, c, n, v, v, v, nucleus, 49.94, 59.94
j, g378acn2_060_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, f, v, v, v, nucleus, 119.94, 69.94
j, g378acn2_073_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, c, p, v, v, v, nucleus, 39.94, 39.94
j, g378acn2_076_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_initial, v, v, v, v, v, nucleus, 89.94, 139.94
j, g378acn2_076_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, p, v, v, v, nucleus, 54.94, 59.94
j, g378acn2_078_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, n, v, v, v, nucleus, 59.94, 49.94
j, g378acn2_080_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_initial, v, v, v, v, v, nucleus, 99.94, 59.94
j, g378acn2_082_AKX_a.par, c, j, n, onset, p_stress, w_final, content_words, 4, w_middle, c, f, v, v, v, nucleus, 44.94, 29.94
j, g378acn2_086_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, c, f, v, v, v, nucleus, 44.94, 39.94
j, g378acn2_086_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, p, v, v, v, nucleus, 159.94, 119.94
j, g378acn2_089_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_initial, v, v, v, v, v, nucleus, 104.94, 109.94
j, g378acn2_092_AKX_a.par, c, j, y, onset, p_stress, w_middle, content_words, 3, w_middle, c, l, v, v, v, nucleus, 67.08, 89.94
j, g378acn2_094_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, v, v, v, v, v, nucleus, 104.94, 69.94
j, g378acn2_094_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, c, n, v, v, v, nucleus, 44.94, 29.94
j, g378acn2_096_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, v, v, v, v, v, nucleus, 79.94, 79.94
j, g378acn2_097_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_initial, c, f, v, v, v, nucleus, 74.94, 109.94
j, g378acn2_097_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_final, c, n, v, v, v, nucleus, 104.94, 79.94
j, g378acn2_099_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, v, v, v, v, v, nucleus, 34.94, 29.94
j, g378acn2_099_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, v, v, v, v, v, nucleus, 69.94, 59.94
j, g378acn2_102_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_final, v, v, v, v, v, nucleus, 104.94, 69.94
j, g378acn2_106_AKX_a.par, c, j, n, onset, p_stress, w_initial, emph_fwords, 1, single, c, p, v, v, v, nucleus, 164.94, 209.94
j, g379acn2_000_AKX_a.par, c, j, n, onset, p_stress, w_initial, emph_fwords, 1, w_initial, v, v, v, v, v, nucleus, 104.94, 69.94
j, g379acn2_000_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, f, v, v, v, nucleus, 59.94, 79.94
j, g379acn2_003_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_initial, c, n, v, v, v, nucleus, 204.94, 299.94
j, g379acn2_003_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, v, v, v, v, v, nucleus, 39.94, 29.94
j, g379acn2_003_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, v, v, v, v, v, nucleus, 169.94, 109.94
j, g379acn2_009_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_initial, c, p, v, v, v, nucleus, 109.94, 29.94
j, g379acn2_009_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 4, w_middle, v, v, v, v, v, nucleus, 142.94, 139.94
j, g379acn2_015_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, n, v, v, v, nucleus, 104.94, 29.94
j, g379acn2_018_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, c, p, v, v, v, nucleus, 59.94, 69.94
j, g379acn2_023_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, f, v, v, v, nucleus, 114.94, 59.94
j, g379acn2_023_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, p, v, v, v, nucleus, 34.94, 29.94
j, g379acn2_025_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, c, n, v, v, v, nucleus, 59.94, 59.94
j, g379acn2_029_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_initial, c, l, v, v, v, nucleus, 234.94, 299.94
j, g379acn2_032_AKX_a.par, c, j, n, coda, none, w_final, content_words, 3, w_middle, v, v, v, v, v, nucleus, 116.19, 79.94
j, g379acn2_039_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, v, v, v, v, v, nucleus, 129.94, 29.94
j, g379acn2_039_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, c, n, v, v, v, nucleus, 164.94, 69.94
j, g379acn2_047_AKX_a.par, c, j, n, onset, p_stress, w_initial, emph_fwords, 1, w_initial, c, n, v, v, v, nucleus, 54.94, 69.94
j, g379acn2_060_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, single, c, n, v, v, v, nucleus, 99.94, 119.94
j, g379acn2_069_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, single, v, v, v, v, v, nucleus, 129.94, 139.94
j, g379acn2_083_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, v, v, v, v, v, nucleus, 349.94, 29.94
j, g379acn2_089_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, single, v, v, v, v, v, nucleus, 179.94, 219.94
j, g379acn2_091_AKX_a.par, c, j, n, onset, p_stress, w_initial, emph_fwords, 1, w_initial, v, v, v, v, v, nucleus, 79.94, 79.94
j, g379acn2_098_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, n, v, v, v, nucleus, 164.94, 99.94
j, g379acn2_103_AKX_a.par, c, j, y, onset, p_stress, w_initial, function_words, 2, w_middle, c, f, v, v, v, nucleus, 64.94, 44.94
j, g379acn2_103_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, v, v, v, v, v, nucleus, 159.94, 49.94
j, g379acn2_103_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, p, v, v, v, nucleus, 144.94, 99.94
j, g379acn2_106_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, c, p, v, v, v, nucleus, 174.94, 69.94
j, g379acn2_106_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, v, v, v, v, v, nucleus, 64.94, 69.94
j, g379acn2_106_AKX_a.par, c, j, n, onset, p_stress, w_middle, content_words, 5, w_middle, c, f, v, v, v, nucleus, 46.6, 29.94
j, g379acn2_109_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, single, c, l, v, v, v, nucleus, 159.94, 209.94
j, g379acn2_116_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, c, n, v, v, v, nucleus, 96.6, 79.94
j, g379acn2_116_AKX_a.par, c, j, y, onset, p_stress, w_initial, content_words, 1, w_middle, c, f, v, v, v, nucleus, 34.94, 29.94
j, g379acn2_119_AKX_a.par, c, j, y, onset, p_stress, w_initial, emph_fwords, 1, w_middle, v, v, v, v, v, nucleus, 104.94, 89.94
a:, g376acn2_001_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, emph_fwords, 1, w_initial, c, j, c, p, y, onset, 129.94, 129.94
a:, g376acn2_003_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, j, c, o, n, onset, 59.94, 59.94
a:, g376acn2_003_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 2, w_final, c, p, c, p, y, onset, 132.44, 229.94
a:, g376acn2_005_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, f, c, o, n, coda, 69.94, 179.94
a:, g376acn2_005_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, emph_fwords, 1, w_middle, c, j, c, p, y, onset, 69.94, 109.94
a:, g376acn2_005_AKX_a.par, v, v, n, nucleus, none, w_final, content_words, 2, w_middle, c, p, c, p, n, coda, 71.6, 109.94
a:, g376acn2_005_AKX_a.par, v, v, n, nucleus, none, w_final, content_words, 2, w_middle, c, p, c, p, n, coda, 78.51, 119.94
a:, g376acn2_005_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, p, c, p, y, onset, 69.94, 69.94
a:, g376acn2_005_AKX_a.par, v, v, y, nucleus, none, w_final, content_words, 3, w_final, v, v, c, o, n, coda, 88.27, 209.94
a:, g376acn2_007_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, emph_fwords, 1, w_initial, c, j, c, n, n, onset, 74.94, 59.94
a:, g376acn2_007_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, n, c, l, n, coda, 49.94, 49.94
a:, g376acn2_007_AKX_a.par, v, v, n, nucleus, none, w_final, content_words, 2, w_final, c, l, c, p, n, coda, 62.08, 99.94
a:, g376acn2_009_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, p, c, p, y, onset, 59.94, 59.94
a:, g376acn2_009_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 2, w_middle, c, p, c, p, y, onset, 62.44, 109.94
a:, g376acn2_009_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, emph_fwords, 1, w_middle, c, j, none, none, none, none, 214.94, 229.94
a:, g376acn2_013_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, function_words, 1, w_middle, c, n, c, f, n, coda, 39.94, 49.94
a:, g376acn2_013_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 2, w_middle, c, f, v, v, v, nucleus, 62.44, 39.94
a:, g376acn2_013_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, j, c, n, n, onset, 94.94, 159.94
a:, g376acn2_013_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 2, w_middle, c, f, c, n, n, single, 63.27, 99.94
a:, g376acn2_013_AKX_a.par, v, v, n, nucleus, none, w_final, content_words, 3, w_middle, c, p, c, p, n, coda, 79.94, 139.94
a:, g376acn2_017_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, emph_fwords, 1, w_initial, c, j, c, p, n, onset, 79.94, 69.94
a:, g376acn2_018_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, emph_fwords, 1, w_middle, c, j, v, v, v, nucleus, 69.94, 49.94
a:, g376acn2_018_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, p, c, p, n, coda, 73.27, 109.94
a:, g376acn2_018_AKX_a.par, v, v, n, nucleus, none, w_final, content_words, 3, w_middle, c, p, c, p, n, coda, 97.44, 189.94
a:, g376acn2_018_AKX_a.par, v, v, n, nucleus, p_stress, w_initial, content_words, 1, w_middle, c, p, v, v, v, nucleus, 49.94, 39.94
a:, g376acn2_018_AKX_a.par, v, v, y, nucleus, p_stress, w_initial, function_words, 2, w_middle, v, v, c, n, n, single, 49.94, 59.94
