% ARFF file for Verbmobil
% Phoneme: OY
%
@relation OY

% List of attributes:
%
% Duration is expressed in seconds
@attribute phoneme { OY,  }
@attribute filename string
@attribute speech_position { Start_word, Middle_word, End_word }
@attribute word { NE, CARD, VVPP, ADJA, ORD, NN, ADV, VVINF, ADJD, neu, VVFIN, neun,  }
@attribute pause { near_pause, no_pause }
@attribute stress { none, p_stress, s_stress }
@attribute overlapping { 1, 0 }
@attribute speech_rate_pho numeric
@attribute local_speech_rate numeric
@attribute speech_rate_msyl numeric
@attribute speech_rate_ksyl numeric
@attribute syl_position { one_s, w_initial, w_middle, w_final }
@attribute duration numeric

@data
OY, g041acn2_008_AFD.par, Middle_word, CARD, no_pause, p_stress, 0, 12.0, 0.6, 4.2, 6.3, one_s, 0.12
OY, g042acn1_010_AFC.par, End_word, VVINF, no_pause, p_stress, 0, 12.3, 0.7, 5.2, 6.0, w_initial, 0.13
OY, g042acn1_027_AFC.par, Middle_word, ADJD, no_pause, p_stress, 0, 18.0, 0.9, 6.8, 6.8, w_initial, 0.15
OY, g042acn1_032_AFC.par, End_word, VVFIN, no_pause, p_stress, 0, 14.0, 0.9, 4.7, 4.7, w_initial, 0.13
OY, g043acn1_015_AFC.par, End_word, ORD, no_pause, p_stress, 0, 12.0, 0.6, 6.3, 7.6, w_initial, 0.22
OY, g043acn1_017_AFC.par, Start_word, ORD, near_pause, p_stress, 0, 11.4, 0.6, 4.4, 5.3, w_initial, 0.16
OY, g043acn1_041_AFC.par, Middle_word, VVFIN, no_pause, p_stress, 0, 12.0, 0.6, 5.6, 6.7, one_s, 0.14
OY, g043acn2_035_AFD.par, Middle_word, ADV, no_pause, p_stress, 0, 14.1, 1.1, 6.6, 8.5, w_initial, 0.06
OY, g043acn2_038_AFD.par, Middle_word, ADJD, no_pause, p_stress, 0, 15.4, 0.6, 6.3, 8.0, one_s, 0.15
OY, g043acn2_042_AFD.par, End_word, NN, no_pause, p_stress, 0, 15.1, 1.1, 6.0, 6.8, w_initial, 0.04
OY, g044acn1_002_AFI.par, Middle_word, ADV, no_pause, p_stress, 0, 11.5, 1.2, 5.5, 6.1, w_initial, 0.1
OY, g044acn1_004_AFI.par, Middle_word, CARD, no_pause, p_stress, 0, 11.6, 1.3, 4.6, 5.5, one_s, 0.05
OY, g044acn1_029_AFI.par, Start_word, VVFIN, no_pause, p_stress, 0, 9.9, 0.4, 3.5, 4.1, one_s, 0.23
OY, g044acn2_009_AFO.par, End_word, NN, no_pause, s_stress, 0, 13.1, 0.6, 5.2, 5.7, w_final, 0.16
OY, g046acn1_025_AFI.par, End_word, CARD, no_pause, p_stress, 0, 11.6, 0.5, 5.0, 6.5, one_s, 0.17
OY, g046acn1_027_AFI.par, Start_word, CARD, no_pause, p_stress, 0, 10.9, 0.4, 5.0, 6.3, one_s, 0.27
OY, g046acn1_037_AFI.par, Middle_word, ADV, no_pause, p_stress, 0, 9.6, 0.8, 4.5, 5.8, w_initial, 0.06
OY, g046acn2_022_AFO.par, Middle_word, CARD, no_pause, p_stress, 0, 9.8, 0.5, 4.3, 5.5, one_s, 0.18
OY, g046acn2_030_AFO.par, Middle_word, ADJD, no_pause, p_stress, 0, 9.3, 0.5, 3.9, 4.9, w_initial, 0.15
OY, g047acn1_053_AFI.par, End_word, ADV, no_pause, p_stress, 0, 12.6, 0.5, 5.2, 6.3, w_initial, 0.14
OY, g200acn1_006_AHG.par, End_word, CARD, no_pause, s_stress, 0, 11.8, 0.7, 5.2, 6.0, w_middle, 0.14
OY, g200acn1_023_AHG.par, Middle_word, NN, no_pause, s_stress, 0, 11.4, 0.8, 4.9, 6.4, w_final, 0.08
OY, g200acn1_029_AHG.par, Middle_word, NN, no_pause, p_stress, 0, 14.7, 1.1, 5.7, 7.8, w_initial, 0.08
OY, g200acn1_031_AHG.par, Middle_word, NN, no_pause, s_stress, 0, 12.1, 0.6, 4.7, 6.4, w_final, 0.18
OY, g200acn2_040_AHH.par, Middle_word, ADJD, no_pause, p_stress, 0, 14.2, 0.2, 5.6, 6.4, w_initial, 0.21
OY, g200acn2_051_AHH.par, Start_word, VVFIN, near_pause, p_stress, 0, 9.6, 0.8, 2.8, 2.8, w_initial, 0.14
OY, g201acn1_016_AHG.par, Middle_word, CARD, no_pause, p_stress, 0, 10.0, 0.5, 4.0, 5.5, one_s, 0.25
OY, g201acn1_016_AHG.par, Middle_word, CARD, no_pause, p_stress, 0, 10.0, 0.6, 4.0, 5.5, one_s, 0.19
OY, g201acn1_020_AHG.par, Middle_word, ADJD, no_pause, p_stress, 0, 12.0, 0.5, 5.0, 6.7, w_initial, 0.13
OY, g201acn1_023_AHG.par, Middle_word, CARD, no_pause, p_stress, 0, 11.3, 0.5, 4.4, 5.0, w_initial, 0.17
OY, g201acn2_019_AHH.par, Middle_word, NN, no_pause, s_stress, 0, 9.3, 0.9, 3.6, 4.6, w_final, 0.09
OY, g201acn2_019_AHH.par, Middle_word, CARD, no_pause, p_stress, 0, 9.3, 0.4, 3.6, 4.6, one_s, 0.21
OY, g201acn2_024_AHH.par, Middle_word, CARD, no_pause, p_stress, 0, 12.0, 0.7, 5.1, 6.5, w_initial, 0.16
OY, g202acn1_002_AHG.par, End_word, ORD, no_pause, p_stress, 0, 11.3, 0.6, 4.7, 4.7, w_initial, 0.16
OY, g202acn1_004_AHG.par, Middle_word, ORD, no_pause, p_stress, 0, 6.1, 0.6, 2.3, 3.0, w_initial, 0.19
OY, g202acn1_008_AHG.par, Middle_word, neun, no_pause, p_stress, 0, 9.7, 0.6, 4.1, 5.6, one_s, 0.15
OY, g202acn1_008_AHG.par, Middle_word, ORD, no_pause, p_stress, 0, 9.7, 0.9, 4.1, 5.6, w_initial, 0.12
OY, g202acn1_032_AHG.par, Start_word, ORD, no_pause, p_stress, 0, 12.5, 0.5, 5.2, 7.9, w_initial, 0.23
OY, g202acn1_035_AHG.par, Middle_word, VVFIN, no_pause, p_stress, 0, 11.1, 0.5, 4.8, 6.6, one_s, 0.16
OY, g202acn1_037_AHG.par, End_word, VVFIN, no_pause, p_stress, 0, 10.6, 0.6, 4.9, 6.8, w_initial, 0.13
OY, g202acn2_001_AHH.par, Middle_word, ADJD, no_pause, none, 0, 8.0, 0.7, 3.4, 4.2, w_initial, 0.11
OY, g202acn2_001_AHH.par, Middle_word, ORD, no_pause, p_stress, 0, 8.0, 0.8, 3.4, 4.2, w_initial, 0.16
OY, g202acn2_005_AHH.par, End_word, ORD, no_pause, p_stress, 0, 11.0, 0.4, 5.0, 6.0, w_initial, 0.21
OY, g202acn2_029_AHH.par, Start_word, ORD, no_pause, p_stress, 0, 10.5, 0.8, 4.2, 4.6, w_initial, 0.15
OY, g202acn2_031_AHH.par, Middle_word, VVFIN, no_pause, p_stress, 0, 12.3, 0.6, 5.6, 7.2, w_initial, 0.14
OY, g202acn2_031_AHH.par, Middle_word, NN, no_pause, p_stress, 0, 12.3, 0.9, 5.6, 7.2, w_initial, 0.18
OY, g203acn1_006_AHI.par, End_word, ORD, no_pause, p_stress, 0, 15.7, 1.1, 6.1, 6.8, w_initial, 0.1
OY, g203acn2_002_AHJ.par, End_word, ORD, no_pause, p_stress, 0, 13.1, 0.8, 4.4, 5.8, w_initial, 0.13
OY, g204acn1_020_AHI.par, Middle_word, CARD, no_pause, p_stress, 0, 15.7, 1.0, 5.8, 7.4, w_initial, 0.09
OY, g204acn1_024_AHI.par, Middle_word, CARD, no_pause, p_stress, 0, 16.4, 0.7, 6.1, 6.9, w_initial, 0.09
OY, g205acn1_029_AHI.par, Middle_word, ADJA, no_pause, p_stress, 0, 14.8, 1.1, 5.8, 6.7, w_initial, 0.1
OY, g205acn2_026_AHJ.par, Middle_word, ADJA, no_pause, p_stress, 0, 13.1, 0.5, 5.6, 6.8, w_initial, 0.11
OY, g206acn2_027_AHJ.par, Middle_word, ADJA, no_pause, p_stress, 0, 12.1, 1.0, 5.6, 6.1, w_initial, 0.07
OY, g212acn1_009_AHN.par, Middle_word, ORD, no_pause, p_stress, 0, 8.2, 0.7, 2.9, 4.2, w_initial, 0.16
OY, g213acn2_027_AHO.par, Middle_word, NN, no_pause, p_stress, 0, 15.0, 0.9, 6.7, 8.1, w_initial, 0.12
OY, g214acn2_031_AHO.par, Middle_word, ADJA, no_pause, p_stress, 0, 13.3, 0.8, 5.7, 6.8, w_initial, 0.12
OY, g215acn1_020_AHP.par, Middle_word, ADJD, no_pause, p_stress, 0, 11.2, 0.5, 4.6, 5.5, w_initial, 0.15
OY, g215acn1_025_AHP.par, Middle_word, CARD, no_pause, p_stress, 0, 14.6, 0.8, 5.7, 7.4, w_initial, 0.13
OY, g215acn1_029_AHP.par, Middle_word, NN, no_pause, s_stress, 0, 11.0, 0.7, 4.6, 5.2, w_final, 0.08
OY, g215acn2_009_AHQ.par, Middle_word, VVPP, no_pause, p_stress, 0, 17.7, 0.9, 6.7, 8.6, w_middle, 0.13
OY, g215acn2_028_AHQ.par, Middle_word, CARD, no_pause, p_stress, 0, 16.6, 1.0, 7.2, 8.6, w_initial, 0.08
OY, g215acn2_041_AHQ.par, Start_word, NN, near_pause, s_stress, 0, 14.3, 0.8, 5.4, 7.6, w_final, 0.07
OY, g215acn2_045_AHQ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 10.0, 0.8, 3.8, 4.8, one_s, 0.11
OY, g216acn1_001_AHP.par, Middle_word, VVPP, no_pause, p_stress, 0, 11.0, 0.8, 5.0, 5.5, w_middle, 0.18
OY, g216acn1_012_AHP.par, Middle_word, NN, no_pause, s_stress, 0, 10.8, 0.8, 4.2, 5.3, w_final, 0.07
OY, g216acn2_008_AHQ.par, Middle_word, CARD, no_pause, p_stress, 0, 15.1, 0.6, 5.7, 6.8, w_initial, 0.17
OY, g216acn2_008_AHQ.par, Middle_word, CARD, no_pause, p_stress, 0, 15.1, 0.8, 5.7, 6.8, w_initial, 0.14
OY, g217acn2_013_AHQ.par, Middle_word, VVINF, no_pause, p_stress, 0, 13.9, 0.4, 5.8, 6.9, w_middle, 0.16
OY, g217acn2_013_AHQ.par, Middle_word, CARD, no_pause, p_stress, 0, 13.9, 0.5, 5.8, 6.9, one_s, 0.2, OY, g218acn1_001_AHP.par, Middle_word, VVPP, no_pause, p_stress, 0, 10.2, 0.9, 4.2, 5.1, w_middle, 0.19
OY, g218acn1_032_AHP.par, Middle_word, VVFIN, no_pause, p_stress, 0, 10.9, 0.4, 4.4, 5.2, one_s, 0.17
OY, g219acn1_005_AHR.par, End_word, ORD, no_pause, p_stress, 0, 12.9, 0.9, 4.8, 5.8, w_initial, 0.1
OY, g219acn1_009_AHR.par, Middle_word, ORD, no_pause, p_stress, 0, 14.2, 0.8, 5.5, 5.7, w_initial, 0.11
OY, g219acn2_010_AHS.par, Middle_word, NN, no_pause, s_stress, 0, 12.8, 0.6, 5.2, 6.6, w_final, 0.08
OY, g220acn1_018_AHR.par, End_word, ORD, no_pause, p_stress, 0, 9.5, 0.6, 3.8, 5.2, w_initial, 0.18
OY, g220acn1_020_AHR.par, Middle_word, NN, no_pause, s_stress, 0, 9.7, 0.4, 4.0, 4.5, w_final, 0.26
OY, g220acn1_023_AHR.par, Middle_word, NN, no_pause, s_stress, 0, 10.3, 0.7, 3.6, 4.4, w_final, 0.09
OY, g220acn2_009_AHS.par, Middle_word, ORD, no_pause, p_stress, 0, 14.4, 0.7, 5.8, 6.7, w_initial, 0.12
OY, g220acn2_022_AHS.par, Middle_word, NN, no_pause, s_stress, 0, 13.5, 0.9, 5.4, 6.6, w_final, 0.05
OY, g220acn2_024_AHS.par, Middle_word, CARD, no_pause, p_stress, 0, 11.8, 0.5, 5.1, 6.2, one_s, 0.16
OY, g220acn2_027_AHS.par, Middle_word, CARD, no_pause, p_stress, 0, 14.2, 0.9, 5.5, 6.6, w_initial, 0.13
OY, g221acn1_001_AHR.par, Middle_word, ORD, no_pause, p_stress, 0, 12.2, 0.8, 4.8, 5.3, w_initial, 0.12
OY, g221acn1_005_AHR.par, Middle_word, ADV, no_pause, p_stress, 0, 8.7, 0.6, 3.3, 4.0, one_s, 0.16
OY, g221acn1_005_AHR.par, Middle_word, ORD, no_pause, p_stress, 0, 8.7, 0.7, 3.3, 4.0, w_initial, 0.12
OY, g221acn1_005_AHR.par, Middle_word, ORD, no_pause, p_stress, 0, 8.7, 0.6, 3.3, 4.0, w_initial, 0.11
OY, g221acn1_010_AHR.par, Middle_word, NN, no_pause, s_stress, 0, 9.8, 0.4, 4.1, 4.3, w_final, 0.17
OY, g221acn1_014_AHR.par, Middle_word, NN, no_pause, s_stress, 0, 15.1, 0.7, 6.0, 6.6, w_final, 0.09
OY, g221acn1_029_AHR.par, Middle_word, ORD, no_pause, p_stress, 0, 14.1, 0.5, 6.7, 7.7, w_initial, 0.15
OY, g221acn2_004_AHS.par, Middle_word, ORD, no_pause, p_stress, 0, 12.5, 0.4, 4.8, 6.3, w_initial, 0.13
OY, g221acn2_028_AHS.par, End_word, ORD, no_pause, p_stress, 0, 9.7, 0.4, 3.0, 3.6, w_initial, 0.14
OY, g222acn1_011_AHR.par, Middle_word, NN, no_pause, s_stress, 0, 11.3, 0.6, 4.7, 5.1, w_final, 0.13
OY, g222acn2_004_AHS.par, Middle_word, CARD, no_pause, p_stress, 0, 12.9, 0.6, 5.2, 6.3, one_s, 0.15
OY, g222acn2_013_AHS.par, Middle_word, NN, no_pause, s_stress, 0, 10.6, 0.7, 4.3, 4.8, w_final, 0.04
OY, g222acn2_019_AHS.par, Middle_word, CARD, no_pause, s_stress, 0, 13.8, 0.9, 5.4, 6.5, w_middle, 0.12
OY, g222acn2_027_AHS.par, Middle_word, ADJD, no_pause, p_stress, 0, 11.5, 1.0, 4.2, 5.1, w_initial, 0.1
OY, g223acn2_003_AHV.par, Start_word, ORD, no_pause, p_stress, 0, 17.6, 1.0, 6.8, 7.5, w_initial, 0.11
OY, g223acn2_005_AHV.par, End_word, ORD, no_pause, p_stress, 0, 19.1, 1.0, 6.7, 7.8, w_initial, 0.12
OY, g223acn2_015_AHV.par, Middle_word, VVFIN, no_pause, p_stress, 0, 12.2, 0.7, 5.1, 6.3, w_initial, 0.11
OY, g223acn2_019_AHV.par, Start_word, CARD, no_pause, p_stress, 0, 19.3, 1.1, 6.4, 6.4, w_initial, 0.1
OY, g224acn1_001_AHU.par, Middle_word, ORD, no_pause, p_stress, 0, 11.1, 0.5, 5.1, 6.0, w_initial, 0.16
OY, g224acn1_003_AHU.par, Middle_word, ORD, no_pause, p_stress, 0, 12.7, 0.8, 4.5, 5.8, w_initial, 0.13
OY, g224acn1_003_AHU.par, Middle_word, ORD, no_pause, p_stress, 0, 12.7, 0.7, 4.5, 5.8, w_initial, 0.11
OY, g224acn1_015_AHU.par, Middle_word, ADJD, no_pause, p_stress, 0, 14.7, 0.9, 5.9, 7.0, w_initial, 0.11
OY, g224acn1_015_AHU.par, Middle_word, CARD, no_pause, p_stress, 0, 14.7, 0.7, 5.9, 7.0, w_initial, 0.12
OY, g224acn1_015_AHU.par, Middle_word, ADJD, no_pause, p_stress, 0, 14.7, 0.7, 5.9, 7.0, w_initial, 0.15
OY, g224acn1_018_AHU.par, Middle_word, CARD, no_pause, p_stress, 0, 15.3, 0.9, 5.7, 6.0, w_initial, 0.12
OY, g224acn2_000_AHV.par, Middle_word, VVFIN, no_pause, p_stress, 0, 12.1, 0.8, 5.0, 6.0, w_initial, 0.11
OY, g224acn2_002_AHV.par, Middle_word, ORD, no_pause, p_stress, 0, 15.6, 1.1, 6.3, 8.0, w_initial, 0.1
OY, g224acn2_010_AHV.par, Middle_word, VVFIN, no_pause, p_stress, 0, 12.3, 0.9, 4.9, 6.5, w_initial, 0.09
OY, g225acn1_000_AHU.par, Middle_word, ORD, no_pause, p_stress, 0, 13.4, 0.9, 5.5, 7.2, w_initial, 0.11
OY, g225acn1_002_AHU.par, Start_word, ORD, no_pause, p_stress, 0, 12.3, 0.8, 5.8, 6.5, w_initial, 0.1
OY, g225acn1_008_AHU.par, Middle_word, CARD, no_pause, p_stress, 0, 12.8, 0.5, 4.8, 6.0, one_s, 0.16
OY, g225acn2_001_AHV.par, Middle_word, ORD, no_pause, p_stress, 0, 12.2, 0.5, 5.4, 6.3, w_initial, 0.19
OY, g225acn2_001_AHV.par, Middle_word, ORD, no_pause, p_stress, 0, 12.2, 0.6, 5.4, 6.3, w_initial, 0.18
OY, g225acn2_003_AHV.par, Middle_word, ORD, no_pause, p_stress, 0, 20.6, 1.1, 6.6, 10.1, w_initial, 0.1
OY, g225acn2_021_AHV.par, Middle_word, ORD, no_pause, p_stress, 0, 14.9, 0.7, 5.6, 7.6, w_initial, 0.12
OY, g226acn1_014_AHU.par, Middle_word, ADJD, no_pause, p_stress, 0, 14.0, 1.0, 5.2, 6.2, w_initial, 0.11
OY, g226acn1_022_AHU.par, Middle_word, VVFIN, no_pause, p_stress, 0, 13.3, 0.3, 5.4, 6.8, w_initial, 0.15
OY, g226acn2_000_AHV.par, Middle_word, VVFIN, no_pause, p_stress, 0, 13.2, 0.6, 5.2, 6.7, w_initial, 0.1
OY, g227acn1_014_AHW.par, Middle_word, CARD, no_pause, p_stress, 0, 11.9, 0.5, 4.7, 6.9, one_s, 0.19
OY, g227acn1_016_AHW.par, Start_word, CARD, near_pause, p_stress, 0, 14.3, 0.9, 6.6, 7.7, one_s, 0.09
OY, g227acn1_020_AHW.par, Middle_word, CARD, no_pause, p_stress, 0, 17.4, 0.9, 7.3, 9.6, one_s, 0.08
OY, g227acn1_022_AHW.par, Middle_word, CARD, no_pause, p_stress, 0, 14.3, 1.4, 5.1, 7.3, one_s, 0.04
OY, g227acn2_015_AHX.par, Middle_word, CARD, no_pause, p_stress, 0, 16.5, 1.0, 8.3, 10.1, one_s, 0.1
OY, g229acn1_003_AHW.par, Middle_word, ORD, no_pause, p_stress, 0, 13.3, 0.6, 4.6, 5.6, w_initial, 0.17
OY, g229acn1_007_AHW.par, Middle_word, NN, no_pause, s_stress, 0, 12.1, 0.6, 5.1, 6.7, w_final, 0.13
OY, g229acn1_028_AHW.par, Middle_word, ORD, no_pause, p_stress, 0, 14.0, 0.9, 6.0, 7.4, w_initial, 0.14
OY, g230acn1_013_AHW.par, Start_word, NN, near_pause, s_stress, 0, 15.0, 0.8, 5.7, 7.2, w_final, 0.09
OY, g230acn1_018_AHW.par, End_word, NN, no_pause, s_stress, 0, 17.2, 0.7, 6.5, 7.0, w_final, 0.11
OY, g230acn2_019_AHX.par, Middle_word, CARD, no_pause, p_stress, 0, 15.2, 1.1, 5.7, 6.6, one_s, 0.09
OY, g231acn1_005_AHY.par, End_word, ORD, no_pause, p_stress, 0, 10.9, 0.9, 4.3, 5.2, w_initial, 0.12
OY, g231acn1_021_AHY.par, Middle_word, CARD, no_pause, p_stress, 0, 12.8, 1.1, 5.3, 6.7, w_initial, 0.12
OY, g231acn1_021_AHY.par, Middle_word, ADJD, no_pause, p_stress, 0, 12.8, 1.1, 5.3, 6.7, w_initial, 0.1
OY, g231acn1_021_AHY.par, Middle_word, ADJD, no_pause, p_stress, 0, 12.8, 0.6, 5.3, 6.7, w_initial, 0.05
OY, g231acn1_032_AHY.par, End_word, CARD, no_pause, p_stress, 0, 13.2, 1.1, 4.6, 5.5, w_initial, 0.12
OY, g231acn2_007_AHZ.par, Middle_word, ORD, no_pause, p_stress, 0, 12.2, 0.8, 5.1, 6.2, w_initial, 0.1
OY, g231acn2_010_AHZ.par, End_word, NN, no_pause, p_stress, 0, 10.6, 0.9, 4.4, 5.5, w_initial, 0.1
OY, g232acn1_001_AHY.par, Middle_word, ADJD, no_pause, p_stress, 0, 12.7, 0.6, 5.3, 6.4, w_initial, 0.13
OY, g232acn2_002_AHZ.par, Middle_word, ORD, no_pause, p_stress, 0, 12.2, 0.5, 5.1, 6.6, w_initial, 0.13
OY, g232acn2_034_AHZ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 13.9, 0.4, 5.6, 7.1, w_initial, 0.12
OY, g233acn1_005_AHY.par, Start_word, ORD, no_pause, p_stress, 0, 13.6, 1.0, 6.0, 6.0, w_initial, 0.1
OY, g233acn1_005_AHY.par, Middle_word, ORD, no_pause, p_stress, 0, 13.6, 0.8, 6.0, 6.0, w_initial, 0.09
OY, g233acn2_004_AHZ.par, Middle_word, ORD, no_pause, p_stress, 0, 11.5, 0.5, 4.6, 6.3, w_initial, 0.16
OY, g234acn1_004_AHY.par, End_word, ORD, no_pause, p_stress, 0, 10.5, 0.7, 3.9, 3.9, w_initial, 0.12
OY, g235acn1_006_AIA.par, End_word, NN, no_pause, s_stress, 0, 12.6, 0.6, 4.5, 5.4, w_final, 0.18
OY, g235acn1_010_AIA.par, Middle_word, CARD, no_pause, p_stress, 0, 15.0, 0.8, 6.4, 7.4, one_s, 0.14
