% ARFF file for Verbmobil
% Phoneme: Q
%
@relation glottal_stop

% List of attributes:
%
% Duration is expressed in milliseconds
@attribute phoneme { Q }
@attribute filename string
@attribute speech_position { Start_word, Middle_word, End_word }
@attribute word { ITJ, APPO, PRF, PPER, KOUI, PIAT, CARD, APPRART, PWAV, PTKA, VAFIN, ORD, Unterkunfts, ART, NN, PIDAT, VVINF, PTKVZ, KON, VMFIN, APPR, PPOSAT, VVFIN, ADV, ADJD, NE, KOUS, SPELL, <aehm>, al, PIS, ADJA, PDS, <aeh>, VVPP,  }
@attribute pause { near_pause, no_pause }
@attribute stress { none, p_stress, s_stress }
@attribute overlapping { 1, 0 }
@attribute speech_rate_pho numeric
@attribute speech_rate_w numeric
@attribute speech_rate_msyl numeric
@attribute speech_rate_ksyl numeric
@attribute word_position {0, 1}
@attribute duration numeric

@data
Q, g243acn1_017_AID.par, Middle_word, PTKVZ, no_pause, p_stress, 0, 11.2, 0.9, 4.9, 6.5, 0, 39.94
Q, g243acn1_017_AID.par, Middle_word, <aehm>, no_pause, p_stress, 0, 11.2, 0.4, 4.9, 6.5, 0, 29.94
Q, g243acn1_022_AID.par, Start_word, <aehm>, near_pause, p_stress, 0, 14.9, 0.5, 7.2, 8.2, 0, 29.94
Q, g243acn2_002_AIC.par, Start_word, PPER, near_pause, p_stress, 0, 14.0, 2.0, 5.9, 7.4, 0, 49.94
Q, g243acn2_002_AIC.par, Middle_word, al, no_pause, none, 0, 14.0, 1.2, 5.9, 7.4, 0, 89.94
Q, g243acn2_005_AIC.par, Start_word, ITJ, no_pause, none, 0, 13.6, 1.6, 6.0, 7.7, 0, 49.94
Q, g243acn2_005_AIC.par, Middle_word, ORD, no_pause, p_stress, 0, 13.6, 1.0, 6.0, 7.7, 0, 59.94
Q, g243acn2_011_AIC.par, Start_word, PTKA, near_pause, p_stress, 0, 15.5, 1.5, 6.0, 6.0, 0, 29.94
Q, g243acn2_012_AIC.par, Start_word, PIS, near_pause, p_stress, 0, 17.5, 1.6, 8.4, 11.2, 0, 39.94
Q, g243acn2_018_AIC.par, Start_word, ART, near_pause, p_stress, 0, 14.8, 2.8, 9.1, 9.1, 0, 39.94
Q, g284acn1_001_AIZ.par, Start_word, ITJ, near_pause, p_stress, 0, 9.5, 1.1, 5.1, 5.8, 0, 29.94
Q, g284acn1_001_AIZ.par, Middle_word, SPELL, no_pause, p_stress, 0, 9.5, 0.9, 5.1, 5.8, 0, 49.94
Q, g284acn1_001_AIZ.par, Middle_word, SPELL, no_pause, p_stress, 0, 9.5, 0.8, 5.1, 5.8, 0, 59.94
Q, g284acn1_001_AIZ.par, End_word, SPELL, no_pause, p_stress, 0, 9.5, 1.0, 5.1, 5.8, 0, 59.94
Q, g284acn1_001_AIZ.par, End_word, SPELL, no_pause, p_stress, 0, 9.5, 0.5, 5.1, 5.8, 0, 79.94
Q, g284acn1_003_AIZ.par, Start_word, ADV, near_pause, p_stress, 0, 13.0, 0.3, 5.3, 6.3, 0, 49.94
Q, g284acn1_003_AIZ.par, Middle_word, ITJ, no_pause, p_stress, 0, 13.0, 1.5, 5.3, 6.3, 0, 89.94
Q, g284acn1_003_AIZ.par, Middle_word, <aehm>, no_pause, p_stress, 0, 13.0, 0.5, 5.3, 6.3, 0, 59.94
Q, g284acn1_003_AIZ.par, Middle_word, VAFIN, no_pause, none, 0, 13.0, 1.2, 5.3, 6.3, 1, 79.94
Q, g284acn1_007_AIZ.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.3, 2.0, 5.0, 6.3, 0, 29.94
Q, g284acn1_007_AIZ.par, Middle_word, NN, no_pause, p_stress, 0, 12.3, 1.4, 5.0, 6.3, 0, 79.94
Q, g284acn1_010_AIZ.par, Start_word, ADV, near_pause, p_stress, 0, 12.6, 1.9, 5.9, 8.1, 0, 29.94
Q, g284acn1_013_AIZ.par, Middle_word, KON, no_pause, p_stress, 0, 13.5, 2.5, 5.4, 6.6, 0, 39.94
Q, g284acn1_022_AIZ.par, Start_word, KON, near_pause, p_stress, 0, 11.1, 1.0, 8.3, 8.3, 0, 29.94
Q, g284acn1_028_AIZ.par, Middle_word, CARD, no_pause, p_stress, 0, 11.6, 0.9, 4.6, 5.5, 0, 89.94
Q, g284acn1_041_AIZ.par, Start_word, ITJ, near_pause, none, 0, 13.3, 0.9, 6.4, 6.8, 0, 49.94
Q, g284acn1_041_AIZ.par, Start_word, KON, no_pause, p_stress, 0, 13.3, 0.9, 6.4, 6.8, 0, 99.94
Q, g284acn2_000_AJA.par, Middle_word, VAFIN, no_pause, p_stress, 0, 9.3, 1.3, 5.0, 5.9, 0, 69.94
Q, g284acn2_000_AJA.par, Middle_word, SPELL, no_pause, p_stress, 0, 9.3, 0.8, 5.0, 5.9, 0, 49.94
Q, g284acn2_000_AJA.par, End_word, SPELL, no_pause, p_stress, 0, 9.3, 0.8, 5.0, 5.9, 0, 69.94
Q, g284acn2_002_AJA.par, Start_word, PPER, near_pause, p_stress, 0, 11.9, 0.5, 5.3, 5.7, 0, 29.94
Q, g284acn2_002_AJA.par, Middle_word, ADJA, no_pause, s_stress, 0, 11.9, 1.3, 5.3, 5.7, 0, 29.94
Q, g284acn2_011_AJA.par, Middle_word, PPER, no_pause, p_stress, 0, 10.9, 1.8, 4.2, 5.0, 0, 29.94
Q, g284acn2_011_AJA.par, Middle_word, KON, no_pause, p_stress, 0, 10.9, 2.0, 4.2, 5.0, 0, 39.94
Q, g284acn2_011_AJA.par, Middle_word, CARD, no_pause, p_stress, 0, 10.9, 1.0, 4.2, 5.0, 0, 39.94
Q, g284acn2_014_AJA.par, Middle_word, ITJ, no_pause, p_stress, 0, 6.5, 0.9, 2.9, 3.1, 0, 39.94
Q, g284acn2_025_AJA.par, Start_word, KON, near_pause, p_stress, 0, 13.6, 0.8, 5.1, 7.0, 0, 29.94
Q, g284acn2_032_AJA.par, Start_word, ITJ, no_pause, none, 0, 9.8, 1.1, 6.6, 6.6, 0, 29.94
Q, g287acn1_001_AIZ.par, Middle_word, SPELL, no_pause, p_stress, 0, 9.1, 0.7, 5.0, 6.0, 0, 129.94
Q, g287acn1_001_AIZ.par, Middle_word, SPELL, no_pause, p_stress, 0, 9.1, 0.9, 5.0, 6.0, 0, 49.94
Q, g287acn1_001_AIZ.par, End_word, SPELL, no_pause, p_stress, 0, 9.1, 0.5, 5.0, 6.0, 0, 29.94
Q, g287acn1_005_AIZ.par, Middle_word, ADV, no_pause, none, 0, 10.9, 1.1, 5.0, 5.9, 0, 49.94
Q, g287acn1_007_AIZ.par, Middle_word, KON, no_pause, p_stress, 0, 12.4, 1.0, 4.9, 5.8, 0, 39.94
Q, g287acn1_011_AIZ.par, Middle_word, APPRART, no_pause, p_stress, 0, 10.9, 1.0, 4.2, 5.6, 0, 29.94
Q, g287acn1_013_AIZ.par, Start_word, ITJ, near_pause, none, 0, 5.3, 0.5, 3.3, 4.0, 0, 29.94
Q, g287acn1_014_AIZ.par, Start_word, NN, near_pause, none, 0, 12.5, 1.0, 7.1, 7.1, 0, 29.94
Q, g287acn1_018_AIZ.par, Start_word, KON, near_pause, p_stress, 0, 15.3, 1.4, 5.8, 6.7, 0, 29.94
Q, g287acn1_021_AIZ.par, Start_word, ITJ, near_pause, p_stress, 0, 11.2, 1.4, 5.1, 6.3, 0, 29.94
Q, g287acn1_021_AIZ.par, Middle_word, APPR, no_pause, p_stress, 0, 11.2, 1.1, 5.1, 6.3, 0, 29.94
Q, g287acn1_025_AIZ.par, Middle_word, KON, no_pause, p_stress, 0, 12.1, 1.4, 5.1, 6.5, 0, 29.94
Q, g287acn1_025_AIZ.par, Middle_word, ADV, no_pause, none, 0, 12.1, 1.0, 5.1, 6.5, 0, 49.94
Q, g287acn1_028_AIZ.par, Middle_word, APPR, no_pause, p_stress, 0, 13.6, 1.8, 5.0, 5.7, 0, 59.94
Q, g287acn2_000_AJA.par, End_word, SPELL, no_pause, p_stress, 0, 8.8, 0.7, 4.9, 7.0, 0, 59.94
Q, g287acn2_006_AJA.par, Start_word, <aehm>, no_pause, p_stress, 0, 11.1, 0.6, 4.9, 5.8, 0, 49.94
Q, g287acn2_006_AJA.par, Middle_word, PPER, no_pause, p_stress, 0, 11.1, 1.6, 4.9, 5.8, 0, 39.94
Q, g287acn2_009_AJA.par, Middle_word, PPER, no_pause, p_stress, 0, 13.0, 1.1, 6.0, 7.8, 0, 69.94
Q, g287acn2_012_AJA.par, Start_word, PPER, near_pause, p_stress, 0, 11.5, 1.5, 5.1, 6.2, 0, 49.94
Q, g287acn2_012_AJA.par, Middle_word, ORD, no_pause, p_stress, 0, 11.5, 0.6, 5.1, 6.2, 0, 69.94
Q, g287acn2_012_AJA.par, Middle_word, PPER, no_pause, p_stress, 0, 11.5, 1.4, 5.1, 6.2, 0, 39.94
Q, g287acn2_015_AJA.par, Start_word, NN, near_pause, none, 0, 11.7, 1.0, 6.5, 6.5, 0, 39.94
Q, g287acn2_019_AJA.par, Start_word, APPRART, no_pause, p_stress, 0, 10.1, 0.8, 3.4, 3.4, 0, 49.94
Q, g287acn2_026_AJA.par, Middle_word, APPO, no_pause, p_stress, 0, 10.1, 2.0, 4.2, 5.0, 0, 39.94
Q, g287acn2_031_AJA.par, Start_word, KON, near_pause, p_stress, 0, 11.8, 0.6, 4.8, 6.6, 0, 29.94
Q, g287acn2_031_AJA.par, Middle_word, PPER, no_pause, p_stress, 0, 11.8, 1.8, 4.8, 6.6, 0, 29.94
Q, g287acn2_033_AJA.par, Middle_word, PPER, no_pause, p_stress, 0, 12.1, 0.7, 4.5, 5.5, 0, 39.94
Q, g287acn2_033_AJA.par, Middle_word, APPR, no_pause, p_stress, 0, 12.1, 1.2, 4.5, 5.5, 0, 49.94
Q, g287acn2_038_AJA.par, End_word, ADV, no_pause, none, 1, 15.0, 0.9, 7.1, 7.9, 1, 29.94
Q, g301acn1_000_AJI.par, Middle_word, SPELL, no_pause, none, 0, 14.9, 1.0, 7.0, 8.5, 1, 59.94
Q, g301acn1_000_AJI.par, Middle_word, SPELL, no_pause, p_stress, 0, 14.9, 0.8, 7.0, 8.5, 0, 109.94
Q, g301acn1_002_AJI.par, Middle_word, VAFIN, no_pause, none, 0, 11.8, 1.6, 4.8, 5.1, 1, 39.94
Q, g301acn1_005_AJI.par, Middle_word, PPER, no_pause, p_stress, 0, 12.3, 0.8, 5.3, 6.6, 0, 29.94
Q, g301acn1_005_AJI.par, Middle_word, PPER, no_pause, p_stress, 0, 12.3, 1.6, 5.3, 6.6, 0, 29.94
Q, g301acn1_005_AJI.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.3, 1.1, 5.3, 6.6, 0, 39.94
Q, g301acn1_005_AJI.par, Middle_word, ORD, no_pause, p_stress, 0, 12.3, 0.5, 5.3, 6.6, 0, 119.94
Q, g301acn1_014_AJI.par, Start_word, ITJ, near_pause, none, 0, 14.3, 1.0, 7.1, 9.8, 0, 29.94
Q, g301acn1_021_AJI.par, Start_word, CARD, near_pause, p_stress, 0, 17.6, 1.3, 7.2, 9.6, 0, 29.94
Q, g301acn1_023_AJI.par, Middle_word, PPER, no_pause, p_stress, 0, 17.8, 1.7, 6.8, 8.4, 0, 29.94
Q, g301acn1_027_AJI.par, Start_word, PPER, near_pause, p_stress, 0, 17.0, 1.4, 6.8, 8.9, 0, 29.94
Q, g301acn1_027_AJI.par, Middle_word, ORD, no_pause, p_stress, 0, 17.0, 0.9, 6.8, 8.9, 0, 39.94
Q, g301acn1_027_AJI.par, Middle_word, APPRART, no_pause, p_stress, 0, 17.0, 1.3, 6.8, 8.9, 0, 89.94
Q, g301acn1_027_AJI.par, Middle_word, ORD, no_pause, none, 0, 17.0, 1.0, 6.8, 8.9, 1, 39.94
Q, g301acn2_001_AJJ.par, Middle_word, SPELL, no_pause, p_stress, 0, 10.6, 0.8, 6.0, 7.1, 0, 49.94
Q, g301acn2_001_AJJ.par, Middle_word, SPELL, no_pause, p_stress, 0, 10.6, 0.7, 6.0, 7.1, 0, 49.94
Q, g301acn2_001_AJJ.par, End_word, SPELL, no_pause, p_stress, 0, 10.6, 0.7, 6.0, 7.1, 0, 49.94
Q, g301acn2_009_AJJ.par, Start_word, PPER, near_pause, p_stress, 0, 9.7, 1.2, 4.6, 5.0, 0, 29.94
Q, g301acn2_009_AJJ.par, Middle_word, APPRART, no_pause, p_stress, 0, 9.7, 1.7, 4.6, 5.0, 0, 39.94
Q, g301acn2_016_AJJ.par, Start_word, ADV, near_pause, p_stress, 0, 11.7, 1.2, 4.7, 6.1, 0, 49.94
Q, g301acn2_018_AJJ.par, Start_word, KON, near_pause, p_stress, 0, 10.9, 0.5, 4.5, 5.6, 0, 29.94
Q, g301acn2_018_AJJ.par, Start_word, PPER, no_pause, p_stress, 0, 10.9, 1.2, 4.5, 5.6, 0, 39.94
Q, g301acn2_018_AJJ.par, Middle_word, CARD, no_pause, p_stress, 0, 10.9, 0.8, 4.5, 5.6, 0, 49.94
Q, g301acn2_018_AJJ.par, End_word, APPR, no_pause, p_stress, 0, 10.9, 1.4, 4.5, 5.6, 0, 49.94
Q, g301acn2_020_AJJ.par, Middle_word, KON, no_pause, p_stress, 0, 10.2, 1.0, 3.8, 4.5, 0, 29.94
Q, g301acn2_029_AJJ.par, Start_word, ADJD, near_pause, p_stress, 0, 15.1, 1.0, 6.9, 8.2, 0, 29.94
Q, g302acn1_000_AJI.par, Middle_word, SPELL, no_pause, none, 0, 15.8, 1.0, 7.1, 9.2, 1, 39.94
Q, g302acn1_000_AJI.par, Middle_word, SPELL, no_pause, p_stress, 0, 15.8, 1.1, 7.1, 9.2, 0, 59.94
Q, g302acn1_005_AJI.par, Start_word, ORD, near_pause, p_stress, 0, 11.6, 1.7, 4.7, 5.3, 0, 29.94
Q, g302acn1_008_AJI.par, Start_word, PPER, no_pause, p_stress, 0, 16.8, 1.6, 7.3, 8.5, 0, 29.94
Q, g302acn1_010_AJI.par, Start_word, PPER, near_pause, p_stress, 0, 11.6, 0.3, 4.8, 6.8, 0, 39.94
Q, g302acn1_012_AJI.par, Middle_word, KON, no_pause, p_stress, 0, 12.8, 1.2, 5.2, 6.8, 0, 39.94
Q, g302acn1_012_AJI.par, Middle_word, VAFIN, no_pause, none, 0, 12.8, 1.1, 5.2, 6.8, 1, 39.94
Q, g302acn1_012_AJI.par, Middle_word, <aeh>, no_pause, p_stress, 0, 12.8, 0.4, 5.2, 6.8, 0, 59.94
Q, g302acn1_015_AJI.par, Start_word, ITJ, no_pause, none, 0, 10.8, 0.8, 5.7, 5.7, 0, 39.94
Q, g302acn1_015_AJI.par, End_word, PPER, no_pause, p_stress, 0, 10.8, 1.8, 5.7, 5.7, 0, 29.94
Q, g302acn1_017_AJI.par, Start_word, CARD, near_pause, p_stress, 1, 20.0, 0.9, 7.2, 9.3, 0, 69.94
Q, g302acn1_021_AJI.par, Start_word, ITJ, near_pause, none, 0, 13.7, 0.8, 5.9, 7.3, 0, 29.94
Q, g302acn1_021_AJI.par, Middle_word, ORD, no_pause, p_stress, 0, 13.7, 0.6, 5.9, 7.3, 0, 59.94
Q, g302acn1_021_AJI.par, Middle_word, APPRART, no_pause, p_stress, 0, 13.7, 1.0, 5.9, 7.3, 0, 49.94
Q, g302acn1_021_AJI.par, Middle_word, CARD, no_pause, p_stress, 0, 13.7, 1.0, 5.9, 7.3, 0, 29.94
Q, g302acn1_027_AJI.par, Start_word, PPER, near_pause, p_stress, 0, 20.0, 1.3, 8.7, 10.4, 0, 29.94
Q, g302acn2_001_AJJ.par, Middle_word, SPELL, no_pause, p_stress, 0, 10.5, 1.1, 5.1, 6.1, 0, 39.94
Q, g302acn2_001_AJJ.par, Middle_word, SPELL, no_pause, p_stress, 0, 10.5, 1.1, 5.1, 6.1, 0, 69.94
Q, g302acn2_001_AJJ.par, Middle_word, SPELL, no_pause, p_stress, 0, 10.5, 0.4, 5.1, 6.1, 0, 79.94
Q, g302acn2_001_AJJ.par, Middle_word, SPELL, no_pause, p_stress, 0, 10.5, 2.0, 5.1, 6.1, 0, 59.94
Q, g302acn2_001_AJJ.par, Middle_word, SPELL, no_pause, p_stress, 0, 10.5, 0.6, 5.1, 6.1, 0, 59.94
Q, g302acn2_001_AJJ.par, End_word, VAFIN, no_pause, p_stress, 0, 10.5, 0.5, 5.1, 6.1, 0, 39.94
Q, g302acn2_006_AJJ.par, Middle_word, ITJ, no_pause, p_stress, 0, 11.0, 0.8, 4.6, 6.2, 0, 89.94
Q, g302acn2_006_AJJ.par, End_word, KON, no_pause, p_stress, 0, 11.0, 0.5, 4.6, 6.2, 0, 89.94
Q, g302acn2_016_AJJ.par, Start_word, ADV, near_pause, p_stress, 0, 13.6, 0.7, 5.6, 7.3, 0, 59.94
Q, g324acn1_000_AJV.par, Middle_word, PRF, no_pause, p_stress, 0, 13.2, 0.5, 5.6, 7.2, 0, 89.94
Q, g324acn1_000_AJV.par, Middle_word, NE, no_pause, none, 0, 13.2, 1.7, 5.6, 7.2, 0, 29.94
Q, g324acn1_000_AJV.par, Middle_word, PPER, no_pause, p_stress, 0, 13.2, 1.2, 5.6, 7.2, 0, 109.94
Q, g324acn1_004_AJV.par, Start_word, ADV, near_pause, p_stress, 0, 15.4, 1.6, 7.5, 8.5, 0, 39.94
Q, g324acn1_006_AJV.par, Middle_word, PWAV, no_pause, p_stress, 0, 12.7, 1.2, 5.1, 6.5, 0, 39.94
Q, g324acn1_006_AJV.par, Middle_word, <aehm>, no_pause, p_stress, 0, 12.7, 0.5, 5.1, 6.5, 0, 59.94
Q, g324acn1_006_AJV.par, Middle_word, NN, no_pause, p_stress, 0, 12.7, 1.0, 5.1, 6.5, 0, 89.94
Q, g324acn1_009_AJV.par, Start_word, ITJ, near_pause, p_stress, 1, 8.7, 1.0, 8.7, 8.7, 0, 89.94
Q, g324acn1_020_AJV.par, Middle_word, APPR, no_pause, none, 0, 11.8, 2.3, 4.6, 6.5, 0, 39.94
Q, g324acn1_022_AJV.par, End_word, ITJ, no_pause, none, 0, 13.2, 0.8, 5.5, 6.6, 0, 49.94
Q, g324acn2_001_AJW.par, Middle_word, PPER, no_pause, p_stress, 0, 13.3, 1.4, 5.7, 6.7, 0, 59.94
Q, g324acn2_001_AJW.par, Middle_word, KON, no_pause, p_stress, 0, 13.3, 0.5, 5.7, 6.7, 0, 49.94
