% ARFF file for Verbmobil
% Phoneme: aI
%
@relation aI

% List of attributes:
%
% Duration is expressed in seconds
@attribute phoneme { aI,  }
@attribute filename string
@attribute speech_position { Start_word, Middle_word, End_word }
@attribute word { kei, ei, VVFIN, Knei, ADJD, einund, einerthalt, APPR, viellei, eiene, rein"ubernachten, NN, PTKVZ, CARD, APPRART, Flugzeig, PPER, rei, PDS, PRF, dreiun, heijeijei, vielleich, KON, zwei, feif, ART, nei, VAFIN, KOUS, ORD, dreiz, ADJA, FW, Maimoch, NE, PIAT, PIS, einf, mei, Frei, bleib, Einzel, ein, dreize, VVPP, Ein, ADV, PWAV, dreiundvi, Weim, Weihn, abstei, VVINF, Zeit, PPOSAT, ITJ, PIDAT, PAV, TRUNC, VVIZU, VAINF, PTKANT,  }
@attribute pause { near_pause, no_pause }
@attribute stress { none, p_stress, s_stress }
@attribute overlapping { 1, 0 }
@attribute speech_rate_pho numeric
@attribute local_speech_rate numeric
@attribute speech_rate_msyl numeric
@attribute speech_rate_ksyl numeric
@attribute syl_position { one_s, w_initial, w_middle, w_final }
@attribute duration numeric

@data
aI, g001acn1_050_AAJ.par, End_word, VVINF, no_pause, s_stress, 0, 20.9, 0.8, 8.1, 10.6, w_middle, 0.09
aI, g001acn1_054_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 17.5, 1.1, 8.2, 9.6, w_initial, 0.05
aI, g001acn1_061_AAJ.par, Middle_word, VVINF, no_pause, p_stress, 0, 15.9, 0.8, 7.1, 9.2, w_initial, 0.12
aI, g001acn1_065_AAJ.par, Middle_word, ADJD, no_pause, p_stress, 0, 19.8, 1.7, 7.8, 11.4, w_middle, 0.04
aI, g001acn1_065_AAJ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 19.8, 0.9, 7.8, 11.4, w_initial, 0.09
aI, g001acn1_067_AAJ.par, Middle_word, VVINF, no_pause, p_stress, 0, 18.0, 0.7, 7.1, 8.9, w_initial, 0.11
aI, g001acn1_067_AAJ.par, Middle_word, VVINF, no_pause, s_stress, 0, 18.0, 0.7, 7.1, 8.9, w_initial, 0.1
aI, g001acn1_067_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 18.0, 1.2, 7.1, 8.9, w_initial, 0.11
aI, g001acn1_067_AAJ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 18.0, 0.9, 7.1, 8.9, one_s, 0.09
aI, g001acn1_067_AAJ.par, Middle_word, APPR, no_pause, none, 0, 18.0, 1.0, 7.1, 8.9, one_s, 0.08
aI, g001acn1_071_AAJ.par, Middle_word, CARD, no_pause, p_stress, 0, 15.6, 0.9, 6.7, 8.3, one_s, 0.12
aI, g001acn1_076_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.5, 0.9, 6.3, 8.2, one_s, 0.11
aI, g001acn1_076_AAJ.par, Middle_word, PPOSAT, no_pause, p_stress, 0, 15.5, 1.8, 6.3, 8.2, w_initial, 0.04
aI, g001acn1_076_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 15.5, 1.2, 6.3, 8.2, w_initial, 0.12
aI, g001acn1_078_AAJ.par, Start_word, VVFIN, no_pause, p_stress, 0, 16.1, 0.9, 5.9, 7.6, w_middle, 0.14
aI, g001acn1_082_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 16.0, 1.0, 7.1, 9.5, w_initial, 0.16
aI, g001acn1_084_AAJ.par, Middle_word, ADJD, no_pause, p_stress, 0, 17.5, 0.5, 7.1, 7.4, one_s, 0.21
aI, g001acn2_003_AAK.par, Middle_word, ADJA, no_pause, s_stress, 0, 11.8, 1.3, 5.4, 6.0, w_initial, 0.11
aI, g001acn2_003_AAK.par, Middle_word, ADJA, no_pause, none, 0, 11.8, 1.3, 5.4, 6.0, w_initial, 0.04
aI, g001acn2_007_AAK.par, Middle_word, CARD, no_pause, p_stress, 0, 14.0, 0.5, 5.6, 6.8, one_s, 0.22
aI, g001acn2_007_AAK.par, Middle_word, ITJ, no_pause, p_stress, 0, 14.0, 0.4, 5.6, 6.8, one_s, 0.11
aI, g001acn2_007_AAK.par, Middle_word, ADJD, no_pause, s_stress, 0, 14.0, 1.3, 5.6, 6.8, w_middle, 0.09
aI, g001acn2_009_AAK.par, Middle_word, ART, no_pause, p_stress, 0, 14.7, 1.2, 6.1, 6.8, one_s, 0.13
aI, g001acn2_009_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 14.7, 1.3, 6.1, 6.8, w_initial, 0.08
aI, g001acn2_018_AAK.par, Middle_word, NN, no_pause, p_stress, 0, 12.2, 1.3, 5.5, 5.9, w_initial, 0.1
aI, g001acn2_021_AAK.par, Middle_word, VVFIN, no_pause, p_stress, 0, 13.7, 0.5, 5.3, 7.9, w_initial, 0.1
aI, g001acn2_021_AAK.par, End_word, ADV, no_pause, p_stress, 0, 13.7, 1.1, 5.3, 7.9, w_initial, 0.1
aI, g001acn2_037_AAK.par, Start_word, ITJ, near_pause, p_stress, 0, 10.4, 0.6, 4.4, 5.8, one_s, 0.14
aI, g001acn2_045_AAK.par, Start_word, NN, near_pause, p_stress, 0, 21.9, 1.4, 8.3, 8.9, w_initial, 0.05
aI, g001acn2_045_AAK.par, Start_word, CARD, no_pause, p_stress, 0, 21.9, 1.3, 8.3, 8.9, w_initial, 0.09
aI, g001acn2_049_AAK.par, Middle_word, VVFIN, no_pause, p_stress, 0, 11.4, 0.9, 4.6, 6.0, one_s, 0.09
aI, g001acn2_049_AAK.par, Middle_word, NN, no_pause, p_stress, 0, 11.4, 0.5, 4.6, 6.0, one_s, 0.16
aI, g001acn2_053_AAK.par, Middle_word, ART, no_pause, p_stress, 0, 12.4, 0.8, 5.2, 7.2, one_s, 0.07
aI, g001acn2_053_AAK.par, Middle_word, VVFIN, no_pause, p_stress, 0, 12.4, 1.0, 5.2, 7.2, one_s, 0.06
aI, g001acn2_055_AAK.par, Middle_word, PIS, no_pause, p_stress, 0, 16.0, 1.2, 6.2, 7.9, w_initial, 0.08
aI, g001acn2_055_AAK.par, Middle_word, ART, no_pause, p_stress, 0, 16.0, 1.8, 6.2, 7.9, w_initial, 0.07
aI, g001acn2_055_AAK.par, Middle_word, CARD, no_pause, p_stress, 0, 16.0, 1.0, 6.2, 7.9, w_initial, 0.11
aI, g001acn2_055_AAK.par, Middle_word, CARD, no_pause, p_stress, 0, 16.0, 1.2, 6.2, 7.9, w_initial, 0.07
aI, g001acn2_057_AAK.par, End_word, ART, no_pause, p_stress, 0, 11.6, 1.6, 4.7, 6.9, w_initial, 0.07
aI, g001acn2_057_AAK.par, End_word, NN, no_pause, s_stress, 0, 11.6, 0.9, 4.7, 6.9, w_middle, 0.15
aI, g001acn2_077_AAK.par, Start_word, ADV, no_pause, p_stress, 0, 14.6, 1.2, 6.2, 6.8, w_final, 0.09
aI, g002acn1_000_AAJ.par, Middle_word, ART, no_pause, p_stress, 0, 13.3, 0.8, 6.4, 8.1, w_initial, 0.11
aI, g002acn1_000_AAJ.par, End_word, VVINF, no_pause, p_stress, 0, 13.3, 1.4, 6.4, 8.1, w_middle, 0.07
aI, g002acn1_010_AAJ.par, Middle_word, CARD, no_pause, p_stress, 0, 13.3, 0.7, 5.4, 7.4, one_s, 0.09
aI, g002acn1_010_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 13.3, 0.4, 5.4, 7.4, one_s, 0.25
aI, g002acn1_012_AAJ.par, Middle_word, ORD, no_pause, p_stress, 0, 10.4, 0.7, 4.4, 4.6, w_initial, 0.16
aI, g002acn1_012_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 10.4, 0.6, 4.4, 4.6, w_final, 0.22
aI, g002acn1_017_AAJ.par, Middle_word, VVINF, no_pause, none, 0, 14.4, 0.9, 6.0, 7.1, w_middle, 0.18
aI, g002acn1_019_AAJ.par, End_word, einund, no_pause, none, 0, 12.0, 1.2, 4.3, 4.3, one_s, 0.04
aI, g002acn1_025_AAJ.par, Start_word, ORD, no_pause, p_stress, 0, 16.3, 1.1, 5.8, 7.4, w_initial, 0.09
aI, g002acn1_025_AAJ.par, Middle_word, ORD, no_pause, p_stress, 0, 16.3, 1.2, 5.8, 7.4, w_initial, 0.12
aI, g002acn1_025_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 16.3, 0.5, 5.8, 7.4, w_final, 0.33
aI, g002acn1_027_AAJ.par, Middle_word, PIAT, no_pause, p_stress, 0, 14.4, 0.7, 6.4, 7.8, w_initial, 0.1
aI, g002acn1_031_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.4, 1.4, 5.9, 7.9, w_initial, 0.05
aI, g002acn1_031_AAJ.par, Middle_word, ADJD, no_pause, p_stress, 0, 14.4, 1.0, 5.9, 7.9, w_middle, 0.07
aI, g002acn1_031_AAJ.par, Middle_word, NN, no_pause, s_stress, 0, 14.4, 1.0, 5.9, 7.9, w_middle, 0.11
aI, g002acn1_034_AAJ.par, Middle_word, VVINF, no_pause, p_stress, 0, 9.6, 0.8, 4.2, 7.3, w_middle, 0.11
aI, g002acn1_037_AAJ.par, Middle_word, CARD, no_pause, p_stress, 0, 13.3, 1.0, 6.6, 9.3, one_s, 0.16
aI, g002acn1_039_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 11.0, 1.1, 4.1, 5.9, w_initial, 0.08
aI, g002acn1_039_AAJ.par, End_word, VVINF, no_pause, p_stress, 0, 11.0, 0.6, 4.1, 5.9, w_initial, 0.12
aI, g002acn1_042_AAJ.par, End_word, ADJD, no_pause, none, 0, 10.8, 0.8, 4.6, 6.2, w_middle, 0.04
aI, g002acn1_055_AAJ.par, Start_word, ART, near_pause, p_stress, 0, 13.4, 1.1, 5.9, 7.7, one_s, 0.13
aI, g002acn1_055_AAJ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 13.4, 1.1, 5.9, 7.7, w_initial, 0.11
aI, g002acn1_055_AAJ.par, Middle_word, VAFIN, no_pause, p_stress, 0, 13.4, 0.6, 5.9, 7.7, one_s, 0.18
aI, g002acn1_055_AAJ.par, Middle_word, ADJD, no_pause, p_stress, 0, 13.4, 0.7, 5.9, 7.7, w_initial, 0.11
aI, g002acn1_055_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 13.4, 1.0, 5.9, 7.7, w_initial, 0.11
aI, g002acn1_057_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 12.4, 1.2, 5.2, 6.1, w_initial, 0.09
aI, g002acn1_060_AAJ.par, Middle_word, CARD, no_pause, p_stress, 0, 12.5, 1.0, 5.2, 5.8, one_s, 0.09
aI, g002acn1_065_AAJ.par, End_word, VAINF, no_pause, p_stress, 0, 18.5, 0.8, 7.4, 10.0, one_s, 0.11
aI, g002acn1_069_AAJ.par, Middle_word, ART, no_pause, p_stress, 0, 15.3, 0.8, 6.4, 7.8, w_initial, 0.06
aI, g002acn1_069_AAJ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 15.3, 0.8, 6.4, 7.8, one_s, 0.11
aI, g002acn1_075_AAJ.par, Middle_word, ART, no_pause, p_stress, 0, 13.1, 1.8, 6.1, 7.4, one_s, 0.05
aI, g002acn1_075_AAJ.par, Middle_word, ART, no_pause, p_stress, 0, 13.1, 0.9, 6.1, 7.4, one_s, 0.08
aI, g002acn1_075_AAJ.par, End_word, PIAT, no_pause, p_stress, 0, 13.1, 1.5, 6.1, 7.4, w_initial, 0.07
aI, g002acn1_077_AAJ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 14.7, 0.8, 6.2, 8.9, w_initial, 0.1
aI, g002acn1_077_AAJ.par, Middle_word, CARD, no_pause, p_stress, 0, 14.7, 0.9, 6.2, 8.9, one_s, 0.1
aI, g002acn1_077_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 14.7, 0.6, 6.2, 8.9, one_s, 0.14
aI, g002acn1_081_AAJ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 17.2, 0.9, 7.1, 10.6, one_s, 0.09
aI, g002acn1_081_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 17.2, 1.5, 7.1, 10.6, w_initial, 0.09
aI, g002acn1_081_AAJ.par, Middle_word, ADJD, no_pause, p_stress, 0, 17.2, 0.4, 7.1, 10.6, one_s, 0.18
aI, g002acn1_085_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 12.4, 0.9, 5.2, 6.1, one_s, 0.13
aI, g002acn1_085_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 12.4, 1.7, 5.2, 6.1, w_final, 0.04
aI, g002acn1_085_AAJ.par, Middle_word, VVINF, no_pause, p_stress, 0, 12.4, 0.7, 5.2, 6.1, w_initial, 0.08
aI, g002acn1_088_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 16.0, 1.0, 7.4, 9.0, w_final, 0.12
aI, g002acn1_094_AAJ.par, Middle_word, APPRART, no_pause, p_stress, 0, 13.5, 0.3, 5.8, 7.4, one_s, 0.13
aI, g002acn2_009_AAK.par, Middle_word, NN, no_pause, p_stress, 0, 11.8, 0.3, 4.7, 5.7, one_s, 0.24
aI, g002acn2_009_AAK.par, Middle_word, CARD, no_pause, p_stress, 0, 11.8, 0.8, 4.7, 5.7, one_s, 0.13
aI, g002acn2_011_AAK.par, Middle_word, ART, no_pause, p_stress, 0, 12.3, 1.5, 5.5, 6.8, w_initial, 0.05
aI, g002acn2_011_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 12.3, 0.9, 5.5, 6.8, one_s, 0.1
aI, g002acn2_013_AAK.par, Middle_word, ART, no_pause, p_stress, 0, 11.5, 1.0, 4.6, 5.7, w_initial, 0.11
aI, g002acn2_013_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 11.5, 0.6, 4.6, 5.7, w_initial, 0.11
aI, g002acn2_015_AAK.par, Start_word, ADV, near_pause, p_stress, 0, 11.4, 0.9, 4.5, 4.8, w_final, 0.12
aI, g002acn2_024_AAK.par, Middle_word, ORD, no_pause, p_stress, 0, 17.0, 1.0, 6.2, 7.0, w_initial, 0.12
aI, g002acn2_024_AAK.par, End_word, ORD, no_pause, p_stress, 0, 17.0, 1.0, 6.2, 7.0, w_initial, 0.16
aI, g002acn2_029_AAK.par, Middle_word, ADJA, no_pause, none, 0, 12.1, 1.2, 5.0, 6.2, w_middle, 0.04
aI, g002acn2_029_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 12.1, 1.0, 5.0, 6.2, w_initial, 0.1
aI, g002acn2_029_AAK.par, Middle_word, NN, no_pause, p_stress, 0, 12.1, 0.6, 5.0, 6.2, one_s, 0.17
aI, g002acn2_029_AAK.par, End_word, VVINF, no_pause, none, 0, 12.1, 0.9, 5.0, 6.2, w_middle, 0.13
aI, g002acn2_033_AAK.par, End_word, CARD, no_pause, p_stress, 0, 10.6, 0.3, 4.5, 5.5, one_s, 0.4, aI, g002acn2_035_AAK.par, Start_word, ITJ, near_pause, p_stress, 0, 12.5, 0.7, 5.0, 5.0, one_s, 0.1
aI, g002acn2_035_AAK.par, Start_word, ITJ, no_pause, p_stress, 0, 12.5, 0.8, 5.0, 5.0, one_s, 0.13
aI, g002acn2_035_AAK.par, End_word, ITJ, no_pause, p_stress, 0, 12.5, 1.2, 5.0, 5.0, one_s, 0.07
aI, g002acn2_035_AAK.par, End_word, ITJ, no_pause, p_stress, 0, 12.5, 0.6, 5.0, 5.0, one_s, 0.19
aI, g002acn2_036_AAK.par, Middle_word, ADJD, no_pause, none, 0, 11.4, 1.4, 4.9, 6.5, w_middle, 0.04
aI, g002acn2_036_AAK.par, End_word, CARD, no_pause, p_stress, 0, 11.4, 0.3, 4.9, 6.5, one_s, 0.4, aI, g002acn2_043_AAK.par, Middle_word, VVFIN, no_pause, p_stress, 0, 10.6, 0.5, 3.9, 3.9, w_initial, 0.21
aI, g002acn2_043_AAK.par, End_word, VVFIN, no_pause, p_stress, 0, 10.6, 0.4, 3.9, 3.9, w_initial, 0.17
aI, g002acn2_047_AAK.par, Middle_word, PIDAT, no_pause, p_stress, 0, 15.0, 0.8, 6.5, 8.2, w_initial, 0.11
aI, g002acn2_049_AAK.par, End_word, PIAT, no_pause, p_stress, 0, 18.7, 1.0, 6.6, 7.7, one_s, 0.06
aI, g002acn2_064_AAK.par, Start_word, VVFIN, no_pause, p_stress, 0, 13.5, 0.8, 5.3, 6.1, one_s, 0.12
aI, g002acn2_064_AAK.par, Middle_word, NN, no_pause, p_stress, 0, 13.5, 0.4, 5.3, 6.1, w_initial, 0.09
aI, g002acn2_064_AAK.par, Middle_word, NN, no_pause, none, 0, 13.5, 0.4, 5.3, 6.1, w_initial, 0.13
aI, g002acn2_068_AAK.par, Start_word, ITJ, near_pause, p_stress, 0, 11.8, 0.4, 4.4, 5.2, one_s, 0.3, aI, g002acn2_096_AAK.par, Middle_word, CARD, no_pause, p_stress, 0, 11.8, 0.4, 4.3, 5.7, one_s, 0.12
aI, g002acn2_096_AAK.par, Middle_word, ORD, no_pause, p_stress, 0, 11.8, 0.8, 4.3, 5.7, w_initial, 0.12
aI, g002acn2_096_AAK.par, End_word, ORD, no_pause, p_stress, 0, 11.8, 1.0, 4.3, 5.7, w_initial, 0.11
aI, g003acn1_007_AAJ.par, Middle_word, ORD, no_pause, p_stress, 0, 14.9, 0.8, 7.1, 8.7, w_initial, 0.13
aI, g003acn1_009_AAJ.par, Middle_word, VAINF, no_pause, p_stress, 0, 14.9, 0.8, 6.9, 9.3, one_s, 0.12
aI, g003acn1_011_AAJ.par, Start_word, ADV, no_pause, p_stress, 0, 13.3, 0.6, 5.6, 6.8, one_s, 0.18
aI, g003acn1_011_AAJ.par, Middle_word, ITJ, no_pause, p_stress, 0, 13.3, 0.7, 5.6, 6.8, one_s, 0.11
aI, g003acn1_011_AAJ.par, Middle_word, ORD, no_pause, p_stress, 0, 13.3, 0.9, 5.6, 6.8, w_initial, 0.15
aI, g003acn1_011_AAJ.par, Middle_word, CARD, no_pause, p_stress, 0, 13.3, 0.9, 5.6, 6.8, one_s, 0.1
aI, g003acn1_017_AAJ.par, Middle_word, APPR, no_pause, none, 0, 10.0, 1.2, 4.1, 5.0, one_s, 0.08
aI, g003acn1_017_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 10.0, 0.4, 4.1, 5.0, w_final, 0.23
aI, g003acn1_017_AAJ.par, End_word, NN, no_pause, p_stress, 0, 10.0, 0.6, 4.1, 5.0, w_initial, 0.14
aI, g003acn1_021_AAJ.par, Start_word, ITJ, near_pause, p_stress, 0, 15.2, 0.3, 6.4, 7.4, one_s, 0.13
aI, g003acn1_021_AAJ.par, Middle_word, ART, no_pause, p_stress, 0, 15.2, 1.3, 6.4, 7.4, w_initial, 0.07
aI, g003acn1_021_AAJ.par, Middle_word, NN, no_pause, p_stress, 0, 15.2, 1.0, 6.4, 7.4, w_initial, 0.09
aI, g003acn1_023_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 17.1, 1.0, 5.4, 9.1, one_s, 0.07
aI, g003acn1_025_AAJ.par, Middle_word, VAINF, no_pause, p_stress, 0, 15.2, 0.5, 7.2, 8.5, one_s, 0.15
aI, g003acn1_025_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.2, 1.2, 7.2, 8.5, w_initial, 0.08
aI, g003acn1_028_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.9, 0.7, 6.3, 7.6, w_initial, 0.15
aI, g003acn1_028_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.9, 1.2, 6.3, 7.6, w_initial, 0.1
aI, g003acn1_032_AAJ.par, Middle_word, CARD, no_pause, p_stress, 0, 15.2, 1.4, 6.1, 8.0, w_initial, 0.13
aI, g003acn1_032_AAJ.par, Middle_word, VAINF, no_pause, p_stress, 0, 15.2, 0.8, 6.1, 8.0, one_s, 0.11
aI, g003acn1_035_AAJ.par, Middle_word, CARD, no_pause, p_stress, 0, 14.8, 0.5, 6.1, 8.4, one_s, 0.17
aI, g003acn1_035_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.8, 1.0, 6.1, 8.4, w_initial, 0.09
aI, g003acn1_041_AAJ.par, Middle_word, ADJD, no_pause, p_stress, 0, 12.3, 0.6, 4.6, 6.2, one_s, 0.13
aI, g003acn1_046_AAJ.par, Middle_word, NN, no_pause, s_stress, 0, 13.3, 0.4, 5.0, 6.4, w_final, 0.18
aI, g003acn1_065_AAJ.par, Start_word, ITJ, near_pause, p_stress, 0, 13.5, 0.5, 4.7, 6.1, one_s, 0.12
aI, g003acn1_065_AAJ.par, Middle_word, VVINF, no_pause, p_stress, 0, 13.5, 0.5, 4.7, 6.1, w_initial, 0.14
aI, g003acn1_075_AAJ.par, Middle_word, ART, no_pause, p_stress, 0, 14.0, 1.3, 6.2, 8.7, one_s, 0.06
aI, g003acn1_075_AAJ.par, Middle_word, ART, no_pause, p_stress, 0, 14.0, 1.2, 6.2, 8.7, one_s, 0.09
aI, g003acn1_075_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.0, 1.4, 6.2, 8.7, w_initial, 0.05
aI, g003acn1_075_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.0, 0.6, 6.2, 8.7, w_final, 0.06
aI, g003acn1_079_AAJ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 15.5, 0.9, 6.4, 7.9, w_initial, 0.07
aI, g003acn1_084_AAJ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.8, 1.5, 5.5, 6.3, w_initial, 0.08
aI, g003acn1_084_AAJ.par, End_word, ADV, no_pause, p_stress, 0, 13.8, 1.1, 5.5, 6.3, w_final, 0.13
aI, g003acn1_088_AAJ.par, End_word, VVINF, no_pause, p_stress, 0, 16.4, 1.0, 7.3, 9.2, w_middle, 0.17
aI, g003acn2_002_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 9.3, 0.9, 3.9, 5.4, w_final, 0.16
aI, g003acn2_004_AAK.par, Middle_word, NN, no_pause, p_stress, 0, 12.6, 0.9, 5.7, 7.0, one_s, 0.12
aI, g003acn2_004_AAK.par, Middle_word, NN, no_pause, p_stress, 0, 12.6, 0.8, 5.7, 7.0, one_s, 0.13
aI, g003acn2_004_AAK.par, Middle_word, VVFIN, no_pause, p_stress, 0, 12.6, 0.8, 5.7, 7.0, one_s, 0.13
aI, g003acn2_004_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 12.6, 0.9, 5.7, 7.0, w_initial, 0.16
aI, g003acn2_010_AAK.par, Start_word, ITJ, no_pause, p_stress, 0, 15.5, 0.7, 7.3, 8.2, one_s, 0.18
aI, g003acn2_010_AAK.par, Middle_word, ITJ, no_pause, p_stress, 0, 15.5, 0.8, 7.3, 8.2, one_s, 0.12
aI, g003acn2_010_AAK.par, Middle_word, ADV, no_pause, p_stress, 0, 15.5, 0.6, 7.3, 8.2, one_s, 0.17
aI, g003acn2_010_AAK.par, End_word, ART, no_pause, p_stress, 0, 15.5, 1.5, 7.3, 8.2, w_initial, 0.08
aI, g003acn2_013_AAK.par, Start_word, ADJD, no_pause, s_stress, 0, 13.1, 1.3, 6.1, 6.1, w_initial, 0.08
aI, g003acn2_013_AAK.par, Start_word, ADJD, no_pause, none, 0, 13.1, 1.3, 6.1, 6.1, w_initial, 0.04
aI, g003acn2_013_AAK.par, Middle_word, CARD, no_pause, p_stress, 0, 13.1, 0.8, 6.1, 6.1, one_s, 0.14
aI, g003acn2_015_AAK.par, Middle_word, CARD, no_pause, p_stress, 0, 12.5, 0.9, 5.0, 6.1, one_s, 0.09
aI, g003acn2_015_AAK.par, Middle_word, ORD, no_pause, p_stress, 0, 12.5, 0.5, 5.0, 6.1, w_initial, 0.16
aI, g003acn2_015_AAK.par, Middle_word, ORD, no_pause, p_stress, 0, 12.5, 0.9, 5.0, 6.1, w_initial, 0.11
